ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction
119330,Male,48,Returning,Economy,214,7,0,5,3,5,3,3,3,1,2,1,1,4,1,5,Neutral or Dissatisfied
119331,Male,56,Returning,Economy,214,0,0,3,0,1,0,4,1,1,5,1,1,4,1,3,Neutral or Dissatisfied
119334,Female,34,Returning,Economy,214,0,0,2,2,4,2,3,1,3,3,1,1,4,1,4,Neutral or Dissatisfied
119335,Female,56,Returning,Economy,214,0,0,1,4,2,3,4,4,3,4,1,5,4,4,1,Neutral or Dissatisfied
119336,Male,48,Returning,Economy,214,0,0,0,1,3,1,3,4,4,2,4,4,5,4,5,Neutral or Dissatisfied
119337,Female,60,Returning,Economy,214,0,0,3,1,3,4,3,1,4,1,1,2,1,1,1,Neutral or Dissatisfied
119338,Female,8,Returning,Economy,214,0,0,0,3,3,3,3,4,2,4,2,2,3,2,4,Neutral or Dissatisfied
119340,Female,22,Returning,Economy,214,0,0,3,4,2,4,4,3,4,2,4,4,1,4,1,Satisfied
119341,Male,46,Returning,Economy,214,0,0,2,0,3,0,4,4,3,2,4,4,3,4,3,Neutral or Dissatisfied
119342,Male,66,Returning,Economy,214,0,0,2,3,1,3,3,2,2,4,2,2,3,2,2,Neutral or Dissatisfied
119343,Female,38,Returning,Economy,214,0,2,4,1,4,1,3,1,5,2,5,5,4,5,4,Neutral or Dissatisfied
119345,Female,22,First-time,Economy,214,2,0,3,3,4,3,1,5,5,5,5,5,5,5,5,Satisfied
119346,Male,35,Returning,Business,2926,0,0,5,5,3,5,5,5,5,5,3,2,5,5,5,Satisfied
119347,Male,57,Returning,Business,2889,0,0,5,0,5,4,4,3,4,3,4,2,3,3,3,Satisfied
119348,Female,49,Returning,Business,214,0,0,2,2,3,4,2,5,4,5,5,4,5,5,4,Satisfied
119349,Male,47,Returning,Business,2288,0,0,4,4,5,5,4,4,4,5,4,3,4,4,4,Satisfied
119351,Female,11,Returning,Economy Plus,214,0,0,3,2,5,2,5,1,2,5,2,2,2,2,1,Neutral or Dissatisfied
119352,Female,60,Returning,Economy Plus,214,0,0,5,2,3,5,1,3,4,2,4,4,3,3,3,Neutral or Dissatisfied
119353,Male,40,Returning,Economy Plus,214,0,0,5,5,5,5,4,3,1,2,1,1,5,1,4,Satisfied
119354,Male,20,Returning,Economy Plus,214,0,0,0,0,1,0,4,1,3,2,3,3,3,3,2,Neutral or Dissatisfied
119355,Female,11,Returning,Economy Plus,214,6,0,3,1,3,1,4,2,4,4,4,4,2,4,3,Neutral or Dissatisfied
119356,Male,19,Returning,Economy Plus,214,0,2,0,2,4,2,3,5,3,5,3,3,5,3,4,Neutral or Dissatisfied
119358,Male,26,First-time,Economy,2089,0,0,1,1,4,2,4,3,1,1,5,5,4,5,2,Neutral or Dissatisfied
119359,Male,53,Returning,Economy,2089,4,9,1,1,3,1,4,4,5,5,5,5,3,5,2,Neutral or Dissatisfied
119360,Female,47,Returning,Business,399,0,0,5,5,5,4,5,5,5,5,4,3,5,5,5,Satisfied
119362,Female,33,Returning,Business,399,0,0,2,5,3,5,2,4,5,4,4,5,4,4,4,Satisfied
119363,Female,37,Returning,Business,1869,0,0,5,5,3,4,5,3,4,2,4,2,3,3,3,Neutral or Dissatisfied
119364,Female,62,Returning,Business,399,0,0,4,2,3,5,3,1,4,2,3,2,1,1,1,Neutral or Dissatisfied
119365,Female,65,Returning,Business,399,0,0,5,1,4,5,4,3,4,1,4,5,3,3,3,Neutral or Dissatisfied
119366,Female,39,First-time,Business,399,0,0,5,5,5,5,4,5,2,2,2,2,5,2,4,Satisfied
119367,Female,58,Returning,Business,3980,0,0,4,4,3,4,4,4,5,4,4,3,4,4,4,Satisfied
119371,Male,40,Returning,Business,399,5,0,3,3,5,4,3,4,5,4,3,2,4,4,4,Satisfied
119372,Male,51,Returning,Business,3472,0,0,3,3,4,5,3,3,4,3,5,5,3,3,3,Satisfied
119375,Male,32,First-time,Business,399,0,0,2,2,5,2,4,3,3,4,3,3,5,3,4,Neutral or Dissatisfied
119376,Male,41,Returning,Business,3931,0,0,5,5,4,4,5,5,4,5,5,4,5,5,5,Satisfied
119378,Male,29,Returning,Business,399,0,0,5,5,5,4,5,5,4,2,4,4,4,4,4,Satisfied
119379,Male,45,First-time,Business,399,0,0,5,5,4,5,4,4,3,2,2,2,5,2,4,Satisfied
119380,Female,25,First-time,Business,399,0,0,0,4,5,4,2,3,5,2,5,5,5,5,4,Satisfied
119381,Female,32,First-time,Business,399,0,0,2,2,3,2,1,3,5,2,5,5,5,5,4,Neutral or Dissatisfied
119382,Female,60,Returning,Business,2467,0,0,3,3,5,5,3,4,4,4,5,3,4,4,4,Satisfied
119383,Male,58,Returning,Business,2507,0,0,5,3,5,5,3,5,4,4,5,5,5,5,5,Satisfied
119384,Male,39,Returning,Business,399,0,0,2,2,5,4,2,3,5,4,5,4,3,3,3,Satisfied
119386,Male,53,Returning,Business,2712,1,0,2,2,4,5,2,4,4,4,3,3,4,4,4,Satisfied
119388,Male,57,Returning,Business,2610,8,4,3,3,5,4,3,4,5,5,5,4,4,4,4,Satisfied
119390,Female,20,First-time,Business,399,0,0,5,0,5,0,1,4,4,4,4,4,5,4,4,Satisfied
119391,Male,55,Returning,Business,399,0,0,5,5,5,5,5,4,5,4,4,3,4,4,4,Satisfied
119392,Female,41,Returning,Business,3990,0,0,5,5,4,4,5,4,5,4,5,5,4,4,4,Satisfied
119393,Male,53,Returning,Business,1614,0,0,0,0,1,3,2,5,3,0,4,4,5,5,5,Neutral or Dissatisfied
119394,Female,41,First-time,Business,399,0,0,1,1,4,1,5,4,4,3,4,4,4,4,4,Neutral or Dissatisfied
119395,Female,33,First-time,Economy,399,3,0,1,2,3,2,3,1,4,1,2,2,4,2,3,Neutral or Dissatisfied
119396,Female,46,Returning,Business,399,0,0,1,1,4,5,1,4,5,4,3,2,4,4,4,Satisfied
119397,Female,33,Returning,Business,399,0,0,1,1,4,4,1,5,4,5,4,2,5,5,5,Satisfied
119398,Male,54,Returning,Business,2436,0,0,5,5,3,5,5,5,4,5,4,5,5,5,5,Satisfied
119399,Female,60,Returning,Business,399,0,0,2,2,5,5,2,4,4,4,5,3,4,4,4,Satisfied
119400,Male,52,Returning,Business,3057,0,0,5,5,4,5,5,3,5,2,3,5,3,3,3,Satisfied
119402,Male,48,Returning,Business,399,0,6,5,5,1,3,5,4,3,4,3,5,4,4,4,Neutral or Dissatisfied
119404,Female,24,First-time,Economy,399,0,0,2,1,1,1,3,4,1,2,1,1,4,1,4,Neutral or Dissatisfied
119405,Male,45,Returning,Business,399,1,0,3,3,4,5,3,5,5,5,3,2,5,5,5,Satisfied
119406,Female,19,Returning,Business,1566,0,0,1,1,5,4,1,3,4,4,4,4,4,4,5,Satisfied
119408,Female,27,Returning,Business,399,0,0,4,4,4,4,4,4,4,3,4,4,5,4,4,Satisfied
119409,Female,56,Returning,Business,3167,0,0,4,4,4,4,4,3,4,3,5,2,3,3,3,Satisfied
119410,Male,40,Returning,Economy,399,0,0,3,3,3,2,3,1,2,5,2,2,2,2,2,Neutral or Dissatisfied
119411,Female,63,Returning,Economy,399,0,0,5,5,1,4,5,2,3,2,3,4,2,2,2,Neutral or Dissatisfied
119413,Female,58,Returning,Business,3634,0,0,5,5,3,4,5,5,5,5,3,2,5,5,5,Satisfied
119414,Male,16,Returning,Business,399,0,0,5,5,1,2,5,1,2,4,2,2,2,2,3,Neutral or Dissatisfied
119416,Female,22,Returning,Business,3749,0,0,5,5,1,1,5,4,2,3,2,2,4,2,3,Neutral or Dissatisfied
119417,Female,49,Returning,Economy,399,0,0,4,4,2,2,4,5,4,5,5,2,5,5,5,Satisfied
119418,Male,73,Returning,Business,399,0,0,5,5,4,4,5,4,4,4,1,4,4,4,4,Satisfied
119419,Male,27,Returning,Economy,399,0,0,1,5,1,5,2,4,3,3,3,3,2,3,1,Satisfied
119420,Female,9,Returning,Economy,399,0,0,5,3,5,3,5,5,1,5,1,1,4,1,4,Neutral or Dissatisfied
119421,Female,7,Returning,Economy,399,0,0,5,3,4,3,1,5,3,4,3,3,5,3,5,Neutral or Dissatisfied
119422,Male,54,Returning,Economy,399,0,0,4,3,5,3,2,4,5,5,5,5,5,5,4,Neutral or Dissatisfied
119423,Female,49,Returning,Economy,399,0,0,3,0,2,4,1,1,3,0,3,2,1,1,1,Satisfied
119424,Male,13,Returning,Economy,399,0,0,4,3,3,3,2,3,1,4,1,1,4,1,4,Neutral or Dissatisfied
119425,Female,51,Returning,Economy,399,0,0,5,3,4,5,3,4,5,3,3,4,4,4,4,Neutral or Dissatisfied
119426,Male,8,Returning,Economy,399,1,0,5,2,3,2,4,3,4,4,4,4,5,4,4,Neutral or Dissatisfied
119427,Female,22,Returning,Economy,399,0,0,4,3,3,3,5,3,4,4,4,4,4,4,5,Neutral or Dissatisfied
119428,Female,34,Returning,Economy,399,5,0,5,4,5,4,2,4,2,3,5,5,4,5,5,Neutral or Dissatisfied
119429,Female,27,Returning,Economy,399,0,0,5,3,5,3,2,3,1,4,1,1,4,1,5,Neutral or Dissatisfied
119431,Male,32,Returning,Economy,399,0,0,4,5,4,5,4,3,5,5,5,5,3,5,1,Satisfied
119432,Female,19,Returning,Economy,399,0,0,4,2,5,2,1,5,3,5,3,3,4,3,4,Neutral or Dissatisfied
119433,Female,14,Returning,Economy,399,0,0,4,2,2,2,2,4,5,5,5,5,2,5,5,Neutral or Dissatisfied
119434,Male,8,Returning,Economy,399,0,0,3,1,2,1,3,4,3,3,3,3,3,3,4,Neutral or Dissatisfied
119436,Female,24,Returning,Economy,399,0,0,5,3,5,3,2,5,3,2,4,4,5,4,5,Neutral or Dissatisfied
119437,Male,61,Returning,Economy,399,0,0,4,2,4,2,4,4,3,5,3,3,4,3,5,Neutral or Dissatisfied
119438,Male,15,Returning,Economy,399,8,0,4,2,1,2,3,1,1,1,1,1,4,1,4,Neutral or Dissatisfied
119439,Male,69,Returning,Economy,399,3,0,3,2,2,2,3,4,1,4,3,3,1,3,2,Neutral or Dissatisfied
119440,Male,39,Returning,Business,399,0,0,5,5,5,5,5,4,5,4,5,3,4,4,4,Satisfied
119441,Female,23,Returning,Economy Plus,399,0,0,2,2,3,2,2,4,2,4,2,2,3,2,3,Neutral or Dissatisfied
119443,Male,51,Returning,Economy Plus,399,0,0,5,2,3,4,5,1,3,4,3,3,2,3,5,Satisfied
119444,Female,35,Returning,Economy Plus,399,0,7,4,1,5,1,4,4,4,2,4,4,4,4,5,Neutral or Dissatisfied
119445,Male,14,Returning,Economy Plus,399,0,0,4,5,4,5,2,3,5,3,5,5,4,5,5,Neutral or Dissatisfied
119448,Female,33,Returning,Business,3940,0,0,4,4,4,4,4,3,4,4,5,3,3,3,3,Satisfied
119449,Female,23,First-time,Economy,759,0,1,5,5,3,5,2,5,4,4,4,4,5,4,4,Satisfied
119450,Male,51,Returning,Business,759,0,0,4,4,4,5,4,4,4,4,5,3,4,4,4,Satisfied
119451,Female,42,Returning,Business,759,0,7,2,3,4,3,2,2,3,2,1,3,2,2,2,Neutral or Dissatisfied
119453,Male,46,Returning,Business,1978,0,0,2,2,5,5,2,5,5,5,5,5,5,5,5,Satisfied
119455,Male,33,Returning,Business,759,0,6,4,4,4,4,1,4,5,5,5,5,5,5,5,Neutral or Dissatisfied
119457,Female,21,Returning,Business,899,9,0,3,1,4,1,1,5,5,5,4,4,1,4,4,Neutral or Dissatisfied
119459,Female,42,Returning,Business,814,0,0,1,2,2,3,3,2,4,2,2,5,2,2,4,Neutral or Dissatisfied
119460,Male,14,Returning,Business,759,0,0,5,3,3,3,1,4,5,5,5,5,4,5,4,Neutral or Dissatisfied
119461,Male,60,Returning,Business,2085,7,0,5,5,3,5,5,4,4,4,4,3,4,4,4,Satisfied
119462,Male,54,Returning,Business,2480,0,0,5,5,3,5,5,5,4,5,4,5,5,5,5,Satisfied
119464,Male,40,First-time,Business,857,0,0,2,2,5,2,3,4,4,2,4,4,5,4,5,Neutral or Dissatisfied
119465,Female,47,Returning,Business,2327,0,0,4,4,4,4,4,5,4,5,5,4,5,5,5,Satisfied
119466,Female,32,Returning,Business,814,0,0,5,5,4,4,5,5,4,4,4,4,5,4,4,Satisfied
119468,Female,55,Returning,Business,759,0,0,2,2,4,4,2,3,5,3,3,5,3,3,3,Satisfied
119469,Male,39,Returning,Business,2043,0,0,5,5,3,4,5,4,4,4,4,5,4,4,4,Satisfied
119470,Male,46,Returning,Business,814,1,0,4,4,5,4,4,5,5,5,4,3,5,5,5,Satisfied
119471,Female,44,Returning,Business,3618,0,7,2,2,5,5,2,4,5,4,3,2,4,4,4,Satisfied
119472,Male,37,First-time,Business,899,0,0,3,3,5,3,4,4,5,4,5,5,4,5,5,Neutral or Dissatisfied
119473,Male,60,Returning,Business,3183,0,0,2,2,3,4,2,4,4,4,3,5,4,4,4,Satisfied
119474,Male,47,First-time,Business,857,0,0,2,2,3,2,5,3,5,4,5,5,5,5,5,Neutral or Dissatisfied
119475,Male,49,Returning,Business,759,0,0,2,2,5,5,2,4,4,4,3,5,4,4,4,Satisfied
119477,Female,52,Returning,Business,759,4,0,2,2,5,5,2,5,4,5,4,3,5,5,5,Satisfied
119478,Male,15,First-time,Economy,759,0,0,4,4,3,4,2,3,3,2,1,1,5,1,5,Neutral or Dissatisfied
119481,Female,44,Returning,Business,3098,0,0,4,4,4,4,4,4,5,4,5,4,4,4,4,Satisfied
119482,Male,47,Returning,Business,899,0,0,5,5,4,5,5,5,5,4,3,2,5,5,5,Satisfied
119483,Female,48,First-time,Economy,814,6,10,3,3,3,3,4,4,4,4,4,4,4,4,3,Neutral or Dissatisfied
119484,Female,45,Returning,Business,2957,0,0,1,1,3,4,1,5,4,5,4,5,5,5,5,Satisfied
119485,Female,36,First-time,Business,759,0,0,4,4,4,4,2,4,5,2,5,5,5,5,4,Neutral or Dissatisfied
119488,Male,51,Returning,Business,899,0,0,4,4,5,4,4,4,4,4,4,3,4,4,4,Satisfied
119489,Female,51,Returning,Business,2402,1,7,1,1,4,4,1,4,5,4,5,2,4,4,4,Satisfied
119490,Male,38,Returning,Business,857,0,0,5,5,5,4,5,4,4,4,5,3,4,4,4,Satisfied
119491,Male,21,First-time,Business,857,0,0,0,5,3,5,2,3,1,4,5,5,4,5,4,Satisfied
119492,Female,50,Returning,Business,2165,0,0,5,5,2,2,5,4,1,3,2,2,4,4,4,Neutral or Dissatisfied
119493,Female,55,Returning,Business,1524,0,0,3,3,3,5,3,5,5,5,4,4,5,5,5,Satisfied
119494,Female,31,Returning,Business,2227,0,6,4,4,5,4,4,5,4,3,4,4,4,4,5,Satisfied
119495,Male,51,Returning,Business,759,0,2,3,3,2,4,3,2,4,2,4,5,2,2,2,Neutral or Dissatisfied
119496,Male,29,Returning,Business,814,9,6,3,3,4,4,3,4,4,2,4,4,4,4,5,Satisfied
119498,Female,56,Returning,Business,759,3,0,4,4,4,4,4,4,4,4,3,3,4,4,4,Satisfied
119499,Male,23,Returning,Business,1685,0,0,4,4,5,5,4,4,4,3,4,4,4,4,5,Satisfied
119500,Female,48,Returning,Business,3175,0,0,5,5,3,5,5,5,5,5,4,5,5,5,5,Satisfied
119501,Male,60,Returning,Business,759,0,0,2,2,5,5,2,2,4,2,5,3,2,2,2,Satisfied
119502,Female,22,First-time,Business,814,1,7,0,0,3,0,3,4,3,5,2,2,4,2,5,Satisfied
119503,Female,29,Returning,Business,2389,9,0,4,5,5,5,5,3,5,3,5,5,5,5,4,Satisfied
119506,Male,42,First-time,Business,814,0,0,3,3,4,3,1,5,1,5,5,5,4,5,5,Neutral or Dissatisfied
119507,Female,25,Returning,Business,2498,0,0,5,5,1,2,5,1,2,2,2,2,4,2,3,Neutral or Dissatisfied
119508,Male,51,Returning,Economy,759,0,0,5,5,4,3,5,3,2,2,2,2,3,2,3,Neutral or Dissatisfied
119509,Female,45,Returning,Business,892,0,0,5,3,2,4,5,3,3,3,2,4,3,3,3,Neutral or Dissatisfied
119511,Male,72,Returning,Business,2122,3,5,4,4,3,3,4,3,4,3,1,5,3,3,3,Neutral or Dissatisfied
119513,Male,22,First-time,Business,814,0,0,0,4,4,4,1,5,1,3,1,1,5,1,5,Satisfied
119514,Male,27,First-time,Economy,899,0,0,1,1,2,1,4,2,5,5,5,5,4,5,4,Neutral or Dissatisfied
119515,Female,40,Returning,Economy,899,0,8,1,1,1,3,1,4,3,5,3,3,4,3,3,Neutral or Dissatisfied
119516,Female,58,Returning,Business,3318,0,0,2,2,1,4,2,4,4,4,4,5,4,4,4,Neutral or Dissatisfied
119517,Male,27,First-time,Economy,899,0,0,2,2,3,2,4,1,1,4,1,1,3,1,4,Neutral or Dissatisfied
119519,Male,29,First-time,Economy,759,0,0,2,2,2,2,2,2,3,5,3,3,2,3,2,Neutral or Dissatisfied
119520,Female,46,Returning,Economy,759,7,9,5,5,2,4,5,2,4,3,3,4,2,2,2,Satisfied
119521,Female,58,Returning,Economy,499,0,7,5,5,4,1,5,5,5,5,5,4,5,5,5,Satisfied
119522,Male,50,Returning,Business,414,0,0,2,3,3,2,3,5,1,5,2,4,5,5,5,Satisfied
119523,Male,37,Returning,Economy,499,0,2,4,4,4,5,4,2,5,4,5,5,4,5,1,Satisfied
119524,Male,34,First-time,Economy,759,0,0,2,2,4,2,3,2,2,1,2,2,3,2,3,Neutral or Dissatisfied
119527,Female,11,Returning,Economy,814,0,0,3,1,4,1,3,2,2,1,2,2,3,2,4,Neutral or Dissatisfied
119528,Male,36,Returning,Economy,899,0,0,1,3,4,3,3,4,5,1,5,5,4,5,3,Neutral or Dissatisfied
119530,Male,52,Returning,Economy,759,2,0,5,4,5,4,2,4,2,3,2,2,5,2,5,Neutral or Dissatisfied
119531,Female,58,Returning,Economy,759,0,0,5,4,4,5,3,5,4,4,5,3,5,5,5,Neutral or Dissatisfied
119532,Male,16,Returning,Economy,899,0,0,5,3,5,3,2,4,5,5,3,3,4,3,5,Neutral or Dissatisfied
119533,Female,70,Returning,Economy,814,0,0,0,4,3,4,3,2,4,4,4,5,2,2,1,Neutral or Dissatisfied
119534,Male,39,Returning,Economy,814,0,0,0,1,5,1,3,4,2,5,1,1,5,1,5,Neutral or Dissatisfied
119536,Female,56,Returning,Economy,899,0,8,5,1,4,5,5,2,5,1,5,2,2,2,2,Neutral or Dissatisfied
119537,Female,52,Returning,Economy,814,0,0,4,4,5,5,3,2,5,4,5,2,2,2,2,Neutral or Dissatisfied
119538,Female,43,Returning,Economy,759,0,0,5,3,3,4,3,2,4,3,4,4,2,2,2,Neutral or Dissatisfied
119539,Male,53,Returning,Economy,759,0,8,4,2,5,2,3,4,1,2,1,1,4,1,4,Neutral or Dissatisfied
119540,Male,21,Returning,Economy,759,0,0,4,2,5,2,2,5,3,3,3,3,4,3,4,Neutral or Dissatisfied
119543,Male,15,Returning,Economy,814,0,0,4,2,1,2,4,4,3,3,3,3,4,3,3,Neutral or Dissatisfied
119544,Female,58,Returning,Economy,899,0,4,5,1,3,5,3,1,5,1,4,3,1,1,1,Neutral or Dissatisfied
119549,Male,70,Returning,Economy,759,0,0,4,4,5,4,2,4,5,2,2,2,4,2,5,Neutral or Dissatisfied
119550,Male,59,Returning,Economy,857,0,0,4,3,5,3,3,3,5,4,5,5,5,5,4,Neutral or Dissatisfied
119551,Female,9,Returning,Economy,759,0,8,5,3,4,3,1,3,4,4,1,1,5,1,4,Neutral or Dissatisfied
119552,Male,35,Returning,Economy,814,0,0,0,4,3,4,1,1,3,3,3,3,5,3,1,Neutral or Dissatisfied
119553,Male,68,Returning,Economy,759,3,10,4,1,3,1,2,5,4,5,4,4,4,4,5,Neutral or Dissatisfied
119555,Male,29,Returning,Economy,759,0,0,5,1,3,1,3,5,2,2,2,2,5,2,4,Neutral or Dissatisfied
119556,Male,52,Returning,Economy,759,0,0,2,1,2,1,4,1,2,4,2,2,3,2,4,Neutral or Dissatisfied
119559,Female,68,Returning,Economy,759,0,0,5,2,5,5,4,3,4,2,4,2,3,3,3,Neutral or Dissatisfied
119560,Male,16,Returning,Economy,814,0,0,0,2,3,2,5,3,1,5,1,1,4,1,4,Neutral or Dissatisfied
119562,Female,49,Returning,Economy,759,0,0,4,1,5,4,1,1,4,1,5,2,1,1,5,Neutral or Dissatisfied
119563,Male,33,Returning,Economy,759,0,1,5,4,5,4,2,3,5,3,5,5,4,5,4,Satisfied
119566,Male,57,Returning,Business,3320,4,7,5,5,5,5,5,4,5,4,5,3,4,4,4,Satisfied
119567,Female,31,Returning,Business,814,0,0,4,2,3,5,4,3,5,5,5,5,4,5,4,Satisfied
119568,Male,15,Returning,Business,857,0,9,1,1,5,5,1,5,5,4,5,5,4,5,5,Satisfied
119569,Male,60,Returning,Business,759,0,0,4,4,4,5,4,5,5,5,4,3,5,5,5,Satisfied
119571,Female,50,Returning,Business,3881,0,0,2,2,5,4,2,5,4,5,4,4,5,5,5,Satisfied
119572,Female,40,Returning,Economy Plus,759,0,0,5,5,4,1,5,2,1,3,1,1,4,1,3,Neutral or Dissatisfied
119573,Male,36,Returning,Economy Plus,857,0,0,4,4,1,2,4,1,2,1,2,2,4,2,4,Neutral or Dissatisfied
119574,Female,55,Returning,Business,1663,0,0,5,5,4,4,5,4,5,4,4,5,4,4,4,Satisfied
119575,Male,30,Returning,Economy Plus,814,0,0,0,1,4,1,4,4,1,3,1,1,3,1,4,Neutral or Dissatisfied
119577,Female,50,Returning,Business,3649,0,1,3,3,3,5,3,5,4,5,5,3,5,5,5,Satisfied
119578,Female,51,Returning,Business,2552,0,0,4,4,3,5,4,5,4,4,5,2,5,5,5,Satisfied
119579,Male,30,Returning,Business,1682,0,6,4,4,4,3,4,3,4,2,4,4,3,4,4,Neutral or Dissatisfied
119580,Female,70,Returning,Economy,313,0,0,5,3,5,4,1,5,4,3,3,2,5,5,5,Neutral or Dissatisfied
119581,Male,34,Returning,Business,2276,0,0,2,2,3,5,2,5,4,4,3,4,5,5,5,Satisfied
119582,Male,50,Returning,Business,2276,0,0,5,5,3,5,5,5,5,5,5,3,5,5,5,Satisfied
119583,Male,37,Returning,Business,2276,0,0,1,1,3,3,1,4,3,5,3,3,4,5,5,Satisfied
119584,Female,30,Returning,Business,2276,0,0,4,4,3,5,4,3,4,5,4,4,4,4,5,Satisfied
119586,Male,28,Returning,Economy,2276,0,0,5,2,4,2,3,4,2,5,1,1,4,1,4,Neutral or Dissatisfied
119588,Male,67,Returning,Economy,2276,0,5,2,3,4,4,4,4,4,2,4,3,1,4,4,Neutral or Dissatisfied
119589,Male,35,First-time,Business,2276,0,0,3,3,3,3,4,3,3,3,2,2,5,2,5,Neutral or Dissatisfied
119590,Female,27,Returning,Business,1979,0,0,5,5,3,4,5,5,4,3,4,4,4,4,4,Satisfied
119591,Female,43,Returning,Business,1979,0,0,4,4,1,3,4,4,4,4,2,3,4,4,4,Neutral or Dissatisfied
119592,Male,42,Returning,Business,1979,0,0,1,1,4,3,1,4,4,4,5,3,4,4,4,Satisfied
119593,Female,38,First-time,Business,1979,0,0,4,4,4,4,4,4,2,3,4,4,5,4,5,Neutral or Dissatisfied
119594,Male,32,Returning,Economy,1979,0,0,2,2,1,3,2,4,3,5,3,3,4,3,4,Neutral or Dissatisfied
119595,Male,38,Returning,Business,1979,3,0,3,3,5,4,3,3,4,3,4,3,3,3,3,Satisfied
119597,Female,26,Returning,Business,1979,4,0,1,1,4,3,1,1,3,5,3,3,4,3,3,Neutral or Dissatisfied
119598,Female,49,Returning,Business,1979,0,0,1,1,4,5,1,4,5,4,5,3,4,4,4,Satisfied
119599,Male,56,Returning,Business,1979,0,0,1,1,5,4,1,4,5,4,3,2,4,4,4,Satisfied
119600,Male,31,Returning,Business,1979,0,0,1,1,2,4,1,1,4,5,4,4,4,4,2,Neutral or Dissatisfied
119601,Female,26,First-time,Economy,1345,0,0,3,3,4,3,2,2,3,3,3,3,2,3,2,Neutral or Dissatisfied
119602,Male,35,Returning,Business,1979,0,0,1,4,3,3,1,1,4,1,2,4,1,1,1,Neutral or Dissatisfied
119604,Male,66,Returning,Business,3218,0,0,1,1,3,3,1,2,4,2,4,3,2,2,2,Neutral or Dissatisfied
119606,Male,65,Returning,Economy,1979,3,0,5,3,4,3,3,3,2,5,2,2,4,2,5,Neutral or Dissatisfied
119608,Female,20,Returning,Economy,1979,4,0,4,2,3,2,3,3,3,2,3,3,1,3,4,Neutral or Dissatisfied
119609,Female,40,Returning,Economy,1979,0,3,5,4,2,4,3,2,4,4,4,4,5,4,1,Neutral or Dissatisfied
119611,Female,59,Returning,Economy,1979,0,0,5,3,2,5,3,5,5,3,5,5,5,5,5,Neutral or Dissatisfied
119612,Male,56,Returning,Economy,1979,0,0,1,2,2,2,3,4,5,2,5,5,4,5,4,Neutral or Dissatisfied
119613,Female,45,Returning,Business,1979,0,0,2,2,5,5,2,4,5,4,4,5,4,4,4,Satisfied
119615,Female,30,Returning,Economy Plus,1979,2,10,3,3,1,3,3,2,3,2,3,3,3,3,3,Neutral or Dissatisfied
119618,Male,35,Returning,Business,1606,0,1,4,4,1,3,4,2,3,2,2,5,2,2,2,Neutral or Dissatisfied
119619,Female,35,Returning,Business,1837,0,0,1,1,3,5,1,4,4,4,4,3,4,4,4,Satisfied
119620,Female,34,First-time,Business,335,0,0,2,2,5,2,3,4,5,2,5,5,5,5,5,Neutral or Dissatisfied
119621,Male,58,Returning,Economy,335,0,0,1,1,2,1,1,2,1,4,1,1,2,1,2,Neutral or Dissatisfied
119622,Male,71,Returning,Economy,335,6,8,0,0,4,1,3,1,2,3,4,4,3,4,3,Neutral or Dissatisfied
119623,Male,43,Returning,Economy Plus,335,0,0,5,3,1,3,4,1,2,5,2,2,3,2,4,Neutral or Dissatisfied
119625,Female,26,Returning,Business,1927,0,0,3,3,5,4,3,5,4,5,4,4,4,4,4,Satisfied
119628,Female,22,First-time,Economy,1016,0,5,5,5,5,5,1,3,4,3,4,4,4,4,3,Satisfied
119629,Male,25,Returning,Economy Plus,1927,0,0,4,2,5,2,4,5,4,4,4,4,5,4,3,Neutral or Dissatisfied
119630,Female,66,Returning,Business,1727,0,0,5,4,4,4,3,5,5,4,3,1,5,5,5,Neutral or Dissatisfied
119631,Male,33,Returning,Business,1727,0,0,4,4,5,4,4,4,4,2,4,4,5,4,3,Satisfied
119632,Male,24,First-time,Business,1727,0,0,4,4,5,4,1,4,4,5,4,4,4,4,5,Satisfied
119634,Male,55,Returning,Economy,1727,7,10,3,3,4,3,3,2,3,1,3,3,3,3,2,Neutral or Dissatisfied
119635,Male,25,Returning,Business,1727,0,5,2,2,1,5,2,3,5,4,5,5,5,5,1,Satisfied
119636,Male,67,Returning,Economy,1727,0,0,5,3,3,3,3,1,4,5,4,4,5,4,4,Satisfied
119637,Female,20,Returning,Economy,1727,0,0,5,1,4,1,3,1,1,3,1,1,3,1,5,Neutral or Dissatisfied
119638,Female,54,Returning,Business,1727,0,0,4,4,3,5,4,3,4,4,5,4,3,3,3,Satisfied
119639,Female,58,Returning,Business,507,1,0,4,4,5,5,4,5,4,5,3,5,5,5,5,Satisfied
119640,Female,55,Returning,Business,3714,0,0,5,5,4,4,5,5,4,5,5,2,5,5,5,Satisfied
119641,Female,45,First-time,Business,507,0,0,3,3,2,3,4,4,4,2,5,5,4,5,3,Neutral or Dissatisfied
119642,Male,40,Returning,Business,2967,0,0,3,3,4,5,3,3,5,3,5,5,3,3,3,Satisfied
119643,Female,29,First-time,Business,507,0,0,5,5,3,5,2,4,1,2,3,3,4,3,5,Satisfied
