ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction,Distance Group,EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,SeatComfortRating,ServiceRating,ValueRating,WifiRating
127342,Female,45,Returning,Business,507,0,0,5,5,4,5,5,5,5,5,5,4,5,5,5,Satisfied,short distance,3,2,1,2,no,3,2,2,0
127343,Male,34,Returning,Business,3223,1,4,5,5,1,3,5,3,3,3,4,4,3,3,3,Neutral or Dissatisfied,long distance,0,0,0,1,no,0,0,1,0
127345,Female,40,Returning,Business,3964,0,0,4,4,3,4,4,4,4,4,4,3,4,4,4,Satisfied,long distance,0,0,0,1,no,0,0,1,0
127346,Female,20,First-time,Economy,507,0,0,5,4,2,4,5,3,3,3,5,5,2,5,3,Neutral or Dissatisfied,short distance,0,0,1,1,no,0,0,1,0
127348,Male,68,Returning,Economy,107,10,7,1,1,3,5,1,1,5,1,5,5,1,5,4,Satisfied,short distance,1,2,3,6,no,2,4,3,0
127349,Male,35,Returning,Economy,507,0,0,3,3,1,1,3,1,1,2,1,1,3,1,3,Neutral or Dissatisfied,short distance,0,0,1,1,no,1,1,1,0
127350,Female,46,Returning,Economy,107,0,0,4,4,2,4,4,5,3,5,5,3,5,5,5,Satisfied,short distance,1,2,2,4,no,2,1,2,1
127352,Male,26,Returning,Economy,507,4,4,3,3,1,3,3,3,5,3,5,5,4,5,3,Neutral or Dissatisfied,short distance,2,2,4,4,yes,4,5,4,0
127353,Female,29,Returning,Economy,507,0,0,3,5,4,5,3,1,1,3,5,5,3,5,4,Satisfied,short distance,2,3,3,4,no,3,3,4,0
127354,Female,36,Returning,Economy,507,0,0,3,1,3,1,4,4,4,4,4,4,4,4,4,Neutral or Dissatisfied,short distance,5,4,5,10,yes,4,5,5,3
127355,Female,67,Returning,Economy,507,0,0,5,2,4,5,1,5,4,2,5,5,5,5,3,Neutral or Dissatisfied,short distance,5,5,4,8,yes,4,4,4,3
127356,Female,66,Returning,Economy,507,0,0,4,2,3,4,3,2,5,2,5,2,2,2,2,Neutral or Dissatisfied,short distance,0,0,1,1,no,1,2,1,1
127357,Male,58,Returning,Economy,507,6,0,5,3,3,3,2,4,2,5,1,1,4,1,5,Neutral or Dissatisfied,short distance,2,2,2,1,no,3,3,1,0
127358,Male,51,Returning,Economy,507,2,0,4,2,2,2,3,5,2,2,5,5,5,5,3,Neutral or Dissatisfied,short distance,2,4,1,2,no,3,4,3,0
127359,Male,18,Returning,Economy,507,0,0,5,3,5,3,4,3,4,3,4,4,4,4,5,Neutral or Dissatisfied,short distance,1,1,3,3,no,2,2,2,1
127361,Male,29,Returning,Economy Plus,507,0,0,5,5,3,4,5,3,4,1,4,4,3,4,4,Neutral or Dissatisfied,short distance,0,0,1,1,no,0,0,1,0
127362,Male,26,First-time,Business,1009,0,7,3,3,4,3,3,5,2,3,2,2,4,2,4,Neutral or Dissatisfied,moderate distance,3,4,1,10,yes,5,5,5,0
127363,Male,27,Returning,Business,2783,0,2,4,4,4,5,4,4,5,2,5,5,5,5,5,Satisfied,long distance,4,5,5,8,yes,5,4,5,0
127364,Male,42,Returning,Business,868,0,0,5,4,3,4,5,5,5,5,4,2,5,5,5,Satisfied,moderate distance,3,1,1,1,no,3,2,2,1
127365,Male,28,First-time,Business,1009,0,7,1,1,3,1,1,4,5,3,2,2,4,2,4,Neutral or Dissatisfied,moderate distance,1,3,5,8,yes,3,5,5,0
127366,Male,28,Returning,Business,1009,2,6,1,1,3,1,1,3,1,1,1,1,2,1,2,Neutral or Dissatisfied,moderate distance,4,5,4,10,yes,4,5,5,0
127367,Male,45,Returning,Business,868,0,0,3,3,4,4,3,3,5,3,3,5,3,3,3,Satisfied,moderate distance,4,3,1,4,no,5,5,1,0
127368,Male,49,Returning,Business,1009,0,0,4,5,3,5,5,5,4,5,5,5,5,5,5,Satisfied,moderate distance,2,3,1,2,no,2,1,2,0
127369,Male,47,Returning,Business,1009,10,0,2,1,5,4,2,2,4,2,4,5,2,2,2,Satisfied,moderate distance,4,4,3,8,yes,5,4,5,1
127372,Female,28,First-time,Business,868,1,0,3,3,5,3,3,5,5,3,5,5,5,5,4,Neutral or Dissatisfied,moderate distance,3,5,4,8,yes,4,5,4,3
127373,Male,55,Returning,Business,3101,0,0,2,3,4,5,2,5,5,5,3,2,5,5,5,Satisfied,long distance,0,0,1,1,no,1,1,1,0
127374,Female,35,Returning,Business,3983,0,0,3,3,3,4,3,4,5,4,5,2,4,4,4,Satisfied,long distance,1,3,3,3,no,3,3,3,1
127375,Female,41,Returning,Business,1715,1,0,4,4,3,4,4,4,5,5,5,4,4,4,4,Satisfied,moderate distance,5,5,5,10,yes,4,5,5,0
127376,Male,56,Returning,Business,3714,0,0,2,2,5,5,2,5,5,5,4,3,5,5,5,Satisfied,long distance,3,4,4,3,no,4,1,3,1
127377,Female,44,Returning,Business,872,0,2,2,2,3,5,2,4,4,4,3,3,4,4,4,Satisfied,moderate distance,1,1,1,1,no,1,1,1,1
127378,Male,42,Returning,Business,3391,0,0,2,2,5,5,2,5,5,4,5,3,5,5,5,Satisfied,long distance,0,5,5,9,yes,5,5,3,0
127380,Female,49,Returning,Business,2125,0,0,4,4,5,5,4,4,4,4,4,2,4,4,4,Satisfied,long distance,2,2,1,1,no,3,2,1,0
127381,Female,46,Returning,Business,3000,2,1,1,4,3,5,1,4,4,5,3,2,4,4,4,Satisfied,long distance,5,5,5,10,yes,5,5,5,1
127382,Female,46,Returning,Business,868,0,0,2,2,4,4,2,3,5,3,4,4,3,3,3,Satisfied,moderate distance,0,5,3,8,yes,3,5,4,0
127383,Female,35,Returning,Business,868,0,0,3,3,4,3,3,2,4,2,2,1,2,2,2,Neutral or Dissatisfied,moderate distance,3,3,1,1,no,1,4,1,0
127384,Male,53,Returning,Business,2114,0,0,3,3,4,5,3,4,4,4,3,2,4,4,4,Satisfied,long distance,0,0,1,1,no,0,0,1,0
127385,Male,51,Returning,Business,1821,0,0,3,3,4,4,3,3,5,3,5,4,3,3,3,Satisfied,long distance,0,3,1,2,no,2,5,3,0
127386,Female,44,Returning,Business,1978,0,0,1,3,4,4,1,2,5,3,4,5,2,2,2,Satisfied,long distance,0,0,0,1,no,0,0,1,0
127387,Female,26,First-time,Business,868,0,6,4,4,5,4,4,5,3,2,3,3,5,3,5,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
127388,Female,25,Returning,Business,1009,5,0,2,2,3,3,2,4,3,2,3,3,4,3,5,Satisfied,moderate distance,3,3,2,6,yes,3,3,4,0
127389,Male,59,Returning,Business,868,0,0,1,1,5,5,1,5,4,5,4,2,5,5,5,Satisfied,moderate distance,1,2,3,5,no,3,3,4,0
127390,Male,57,Returning,Business,868,0,0,1,1,5,5,1,4,4,4,3,4,4,4,4,Satisfied,moderate distance,0,1,1,1,no,1,1,1,0
127391,Male,38,Returning,Business,1585,0,0,4,4,3,4,4,4,4,4,5,4,4,4,4,Satisfied,moderate distance,4,5,5,9,yes,5,5,5,0
127392,Female,64,Returning,Economy,868,0,0,5,5,3,3,5,2,4,2,2,1,2,2,2,Neutral or Dissatisfied,moderate distance,1,3,3,3,no,2,3,1,1
127393,Female,55,Returning,Business,1009,0,0,4,4,4,4,4,5,5,5,5,5,5,5,5,Satisfied,moderate distance,4,3,3,7,yes,3,4,4,1
127394,Female,54,Returning,Business,1009,0,0,3,3,3,5,3,5,4,5,3,3,5,5,5,Satisfied,moderate distance,1,0,1,2,no,4,2,1,1
127395,Female,57,Returning,Business,868,1,0,3,3,4,5,3,5,5,5,5,5,5,5,5,Satisfied,moderate distance,3,5,4,9,yes,4,5,4,0
127397,Female,22,First-time,Economy,868,0,0,3,3,4,3,3,1,2,3,4,4,3,4,3,Neutral or Dissatisfied,moderate distance,1,1,4,4,no,3,1,1,1
127398,Male,29,First-time,Economy,868,5,0,1,1,1,1,3,3,3,1,3,3,3,3,4,Neutral or Dissatisfied,moderate distance,4,5,5,10,yes,5,5,5,0
127399,Female,24,First-time,Business,1009,0,0,2,1,2,1,3,2,4,2,3,3,3,3,3,Neutral or Dissatisfied,moderate distance,2,2,3,8,yes,4,4,5,0
127400,Male,27,First-time,Economy,872,0,0,4,4,4,4,4,1,3,5,3,3,3,3,4,Neutral or Dissatisfied,moderate distance,0,5,5,9,yes,5,5,4,0
127401,Male,58,Returning,Business,2043,0,0,4,4,4,5,4,4,4,5,3,3,4,4,4,Satisfied,long distance,3,3,1,1,no,3,3,3,0
127402,Female,52,Returning,Business,2655,0,0,4,4,4,4,4,5,5,5,4,4,5,5,5,Satisfied,long distance,0,0,1,1,no,0,0,1,0
127403,Female,40,Returning,Business,868,10,0,1,1,3,5,1,4,4,4,3,5,4,4,4,Satisfied,moderate distance,1,1,1,1,no,1,1,1,1
127404,Male,45,First-time,Economy,1009,0,0,3,3,3,3,2,3,4,2,4,4,2,4,2,Neutral or Dissatisfied,moderate distance,3,1,1,2,no,2,1,5,0
127405,Male,19,Returning,Business,1639,0,0,1,1,4,5,1,4,5,5,5,5,1,5,5,Satisfied,moderate distance,1,3,5,7,yes,2,4,4,0
127406,Female,24,First-time,Economy,872,0,1,1,1,4,1,4,2,3,4,3,3,3,3,3,Neutral or Dissatisfied,moderate distance,1,4,1,7,yes,2,3,3,0
127407,Male,46,Returning,Economy,609,0,0,1,1,4,5,1,4,5,3,5,5,4,5,4,Satisfied,short distance,0,3,1,3,no,3,2,2,0
127409,Male,20,Returning,Economy,1009,0,0,5,3,4,3,5,3,3,2,3,3,5,3,5,Neutral or Dissatisfied,moderate distance,3,4,4,8,yes,4,4,4,0
127410,Male,50,Returning,Economy,1009,0,6,4,1,3,1,1,3,2,5,3,3,3,3,1,Neutral or Dissatisfied,moderate distance,3,4,5,9,yes,4,5,5,0
127411,Male,69,Returning,Economy,868,0,0,1,3,4,3,3,4,2,5,2,2,2,2,3,Neutral or Dissatisfied,moderate distance,4,2,4,9,yes,4,3,5,0
127412,Male,64,Returning,Economy,868,0,0,4,5,2,5,4,3,3,3,3,3,3,3,3,Satisfied,moderate distance,3,1,1,3,no,4,2,3,1
127413,Male,51,Returning,Economy,1009,0,0,3,4,4,4,1,5,4,2,4,4,4,4,5,Satisfied,moderate distance,3,5,3,8,yes,3,4,4,0
127414,Male,50,Returning,Economy,872,0,0,3,3,3,3,4,4,3,5,3,3,4,3,4,Neutral or Dissatisfied,moderate distance,2,3,3,5,no,3,3,3,0
127415,Male,46,Returning,Economy,868,1,0,5,4,3,4,3,3,2,4,2,2,3,2,3,Satisfied,moderate distance,3,4,4,8,yes,5,4,5,0
127416,Female,51,Returning,Economy,868,0,0,3,4,2,4,3,5,3,4,2,5,5,5,5,Neutral or Dissatisfied,moderate distance,3,5,1,3,no,3,5,2,0
127417,Female,12,Returning,Economy,1009,0,0,4,2,3,2,5,5,5,5,5,5,4,5,4,Neutral or Dissatisfied,moderate distance,3,3,2,5,no,3,2,4,0
127419,Female,36,Returning,Economy,868,0,0,1,3,1,3,3,2,2,5,2,2,4,2,3,Neutral or Dissatisfied,moderate distance,4,4,4,7,yes,5,4,4,0
127420,Female,55,Returning,Economy,1009,4,0,2,3,2,3,4,1,4,3,3,3,1,1,1,Neutral or Dissatisfied,moderate distance,4,4,2,6,yes,4,5,5,0
127421,Female,70,Returning,Economy,868,0,0,5,4,4,3,4,3,1,4,2,1,3,3,3,Satisfied,moderate distance,0,1,1,4,no,2,1,4,0
127422,Female,40,Returning,Economy,1009,0,0,5,2,2,2,2,2,4,4,4,4,1,4,3,Neutral or Dissatisfied,moderate distance,5,5,4,7,yes,5,4,5,0
127423,Male,58,Returning,Economy,1009,0,0,5,2,1,2,4,5,2,5,4,4,1,4,2,Neutral or Dissatisfied,moderate distance,1,1,3,4,no,1,3,2,0
127424,Female,45,Returning,Economy,872,0,0,1,1,3,3,3,3,3,1,1,5,3,3,3,Neutral or Dissatisfied,moderate distance,3,4,4,7,yes,4,3,4,0
127425,Male,35,Returning,Economy,868,0,0,2,3,4,3,2,2,5,5,2,2,3,2,2,Neutral or Dissatisfied,moderate distance,1,4,3,5,no,2,2,2,1
127426,Male,21,Returning,Economy,868,0,0,3,1,2,1,3,5,1,4,1,1,4,1,2,Neutral or Dissatisfied,moderate distance,1,1,1,1,no,3,2,1,0
127427,Female,29,Returning,Economy,868,0,0,3,1,2,1,4,4,2,3,2,2,3,2,3,Neutral or Dissatisfied,moderate distance,1,1,1,3,no,2,1,1,0
127428,Female,56,Returning,Economy,1009,0,0,4,2,3,5,2,4,5,2,4,3,4,4,2,Neutral or Dissatisfied,moderate distance,2,2,0,5,no,3,3,3,0
127429,Male,28,Returning,Economy,1009,0,0,5,3,5,3,1,4,1,3,1,1,5,1,5,Neutral or Dissatisfied,moderate distance,1,4,0,5,no,3,3,3,0
127430,Female,48,Returning,Economy,868,0,0,4,2,1,3,4,3,1,2,4,1,3,3,3,Neutral or Dissatisfied,moderate distance,2,3,0,5,no,3,2,3,0
127431,Male,55,Returning,Economy,1009,0,0,4,3,4,3,4,4,1,2,1,1,4,1,4,Neutral or Dissatisfied,moderate distance,3,5,0,9,yes,3,5,5,0
127432,Female,13,Returning,Economy,868,0,0,2,1,4,1,3,2,5,5,2,2,4,2,4,Neutral or Dissatisfied,moderate distance,3,4,0,8,yes,4,4,4,0
127433,Male,46,Returning,Economy,868,0,3,5,2,4,2,4,2,2,3,2,2,3,2,1,Neutral or Dissatisfied,moderate distance,0,4,0,7,yes,4,4,4,0
127434,Male,67,Returning,Economy,868,0,0,2,3,1,3,3,3,4,4,4,4,2,4,2,Neutral or Dissatisfied,moderate distance,2,2,0,4,no,2,3,3,0
127435,Male,36,Returning,Economy,868,0,0,1,4,3,4,4,1,3,4,3,3,4,3,4,Neutral or Dissatisfied,moderate distance,0,5,0,8,yes,4,4,4,0
127436,Male,52,Returning,Economy,868,0,0,1,4,1,4,4,4,1,2,5,5,3,5,4,Neutral or Dissatisfied,moderate distance,3,4,0,7,yes,4,4,3,0
127438,Female,20,Returning,Economy,1009,0,0,3,2,1,2,3,2,2,2,2,2,3,2,4,Neutral or Dissatisfied,moderate distance,0,0,0,8,yes,0,0,4,0
127440,Female,49,Returning,Business,3860,0,9,5,5,3,4,5,4,5,4,4,5,4,4,4,Satisfied,long distance,0,0,0,6,no,0,0,1,0
127441,Male,41,Returning,Business,868,0,0,2,2,4,4,2,5,5,5,4,5,5,5,5,Satisfied,moderate distance,0,0,0,9,yes,0,0,4,0
127443,Female,40,Returning,Economy Plus,1009,0,0,5,5,1,3,5,2,3,4,3,3,4,3,3,Neutral or Dissatisfied,moderate distance,0,0,0,8,yes,0,0,4,0
127444,Male,27,First-time,Economy Plus,609,0,0,4,4,2,4,4,5,2,5,2,2,5,2,3,Neutral or Dissatisfied,short distance,0,0,0,7,yes,0,0,4,0
127447,Female,56,Returning,Economy Plus,1009,0,0,1,4,2,4,3,2,4,4,4,4,2,2,2,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,0,0
127448,Female,30,Returning,Economy Plus,1009,0,0,4,3,1,3,2,3,4,4,4,4,5,4,2,Neutral or Dissatisfied,moderate distance,0,0,0,"",no,0,0,0,0
127450,Male,59,Returning,Business,2075,2,0,4,4,3,4,4,5,4,5,5,3,5,5,5,Satisfied,long distance,0,0,0,"",no,0,0,0,0
127451,Male,17,Returning,Business,2075,0,0,4,4,3,2,4,5,2,3,2,2,5,2,5,Satisfied,long distance,0,0,0,"",no,0,0,0,0
127452,Female,28,Returning,Business,1814,0,0,5,3,5,3,5,3,1,3,1,1,4,1,5,Neutral or Dissatisfied,long distance,0,0,0,"",no,0,0,0,0
127453,Female,37,Returning,Business,2075,2,0,2,4,4,2,4,4,3,4,2,1,4,4,4,Neutral or Dissatisfied,long distance,0,0,0,"",no,0,0,0,0
127454,Female,20,Returning,Business,1814,3,0,2,3,1,3,4,1,4,2,4,4,4,4,4,Neutral or Dissatisfied,long distance,0,0,0,"",no,0,0,0,0
127455,Female,48,First-time,Business,1264,0,0,2,2,5,2,3,4,2,4,2,2,5,2,5,Satisfied,moderate distance,0,0,0,"",no,0,0,0,0
127456,Male,45,Returning,Business,2075,0,0,3,3,3,4,3,4,4,4,4,3,4,4,4,Satisfied,long distance,0,0,0,"",no,0,0,0,0
127457,Female,47,Returning,Business,2075,0,8,3,3,3,5,3,4,5,4,4,4,4,4,4,Satisfied,long distance,0,0,0,"",no,0,0,0,0
127458,Male,48,Returning,Business,1814,5,10,3,3,3,5,3,5,4,5,5,3,5,5,5,Satisfied,long distance,0,0,0,"",no,0,0,0,0
127459,Male,44,First-time,Business,2075,0,0,3,3,4,3,3,4,5,5,2,2,5,2,3,Neutral or Dissatisfied,long distance,0,1,3,7,yes,2,4,5,0
127460,Male,46,Returning,Business,2075,2,0,3,3,4,4,3,3,5,3,4,5,3,3,3,Satisfied,long distance,0,3,2,8,yes,4,2,4,0
127461,Male,41,Returning,Business,2075,0,10,4,2,3,4,4,5,4,5,5,4,5,5,5,Satisfied,long distance,0,4,0,10,yes,5,5,5,0
127463,Female,53,Returning,Business,2075,0,7,3,3,3,5,3,5,5,5,4,2,5,5,5,Satisfied,long distance,0,0,0,7,yes,0,0,4,0
127464,Male,42,Returning,Economy,2075,0,0,2,2,2,2,2,1,2,2,2,2,4,2,4,Neutral or Dissatisfied,long distance,0,0,3,2,no,4,3,1,0
127465,Male,12,Returning,Business,2075,0,0,2,2,4,4,2,5,4,4,4,4,5,4,4,Satisfied,long distance,0,1,1,2,no,1,1,1,0
127466,Female,31,First-time,Economy,850,0,0,3,3,2,2,4,2,5,3,5,5,3,5,2,Neutral or Dissatisfied,moderate distance,0,1,1,2,no,1,1,3,0
127468,Female,43,Returning,Business,2075,0,0,1,1,4,5,1,5,5,5,3,5,5,5,5,Satisfied,long distance,0,4,3,6,yes,3,4,3,0
127469,Female,36,First-time,Business,2075,0,0,1,1,5,1,3,4,4,4,4,4,5,4,4,Neutral or Dissatisfied,long distance,0,0,0,6,yes,0,0,4,0
127470,Male,45,Returning,Economy,1814,0,0,1,1,1,3,1,1,3,4,3,3,4,3,2,Neutral or Dissatisfied,long distance,0,0,0,6,yes,0,0,4,0
127472,Female,30,First-time,Business,1274,9,8,4,4,3,4,3,5,4,5,4,4,5,4,5,Satisfied,moderate distance,0,4,4,8,yes,3,5,5,0
127473,Female,43,First-time,Economy,1212,9,1,4,4,2,4,3,4,2,5,2,2,4,2,2,Neutral or Dissatisfied,moderate distance,0,0,0,6,yes,0,0,4,0
127475,Female,24,First-time,Economy,867,0,0,1,1,5,1,2,3,4,5,4,4,5,4,4,Neutral or Dissatisfied,moderate distance,0,0,0,6,yes,0,0,4,0
127476,Male,28,First-time,Business,2075,0,0,4,4,4,4,4,4,1,5,1,1,5,1,4,Satisfied,long distance,0,0,0,3,no,0,0,4,0
127477,Female,46,Returning,Economy,2075,2,0,1,1,2,3,1,4,4,4,3,1,4,4,4,Neutral or Dissatisfied,long distance,0,0,0,5,yes,0,0,4,0
127478,Female,27,Returning,Business,2075,0,0,2,2,1,2,2,3,2,4,2,2,4,2,2,Neutral or Dissatisfied,long distance,0,0,0,5,yes,0,0,4,0
127479,Female,21,First-time,Business,1226,0,0,0,4,4,4,5,5,4,4,4,4,5,4,5,Satisfied,moderate distance,0,0,0,4,yes,0,0,4,0
127480,Female,72,Returning,Business,2075,3,2,2,2,3,5,2,4,5,4,3,5,4,4,4,Satisfied,long distance,0,0,0,5,yes,0,0,4,0
127481,Male,48,Returning,Economy,2075,0,0,4,4,4,2,4,3,2,3,2,2,4,2,3,Neutral or Dissatisfied,long distance,0,0,0,7,yes,0,0,4,0
127482,Female,38,First-time,Economy,575,0,0,4,2,3,2,2,1,5,2,5,5,3,5,4,Neutral or Dissatisfied,short distance,0,0,0,7,yes,0,0,4,0
127483,Male,20,First-time,Economy,1190,6,4,4,4,1,4,2,3,5,1,5,5,3,5,4,Satisfied,moderate distance,0,0,0,4,no,0,0,0,0
127484,Female,60,Returning,Business,2512,0,0,4,4,2,4,4,4,4,4,4,5,4,4,4,Neutral or Dissatisfied,long distance,0,0,0,4,no,0,0,0,0
127485,Male,46,Returning,Business,1536,0,0,3,3,4,1,3,5,1,5,2,4,5,5,5,Satisfied,moderate distance,0,0,0,2,no,0,0,0,0
127487,Male,24,Returning,Business,2083,2,0,4,4,2,4,4,1,4,5,4,4,5,4,2,Satisfied,long distance,0,0,0,2,no,0,0,0,0
127489,Female,21,Returning,Economy,2075,0,0,5,2,2,2,3,1,4,4,4,4,3,4,5,Neutral or Dissatisfied,long distance,0,0,0,"",no,0,0,0,0
127492,Male,30,Returning,Economy,2075,0,0,4,3,4,3,1,4,1,4,1,1,4,1,3,Neutral or Dissatisfied,long distance,0,0,0,"",no,0,0,0,0
127493,Male,31,Returning,Economy,2075,0,0,3,3,4,3,4,4,1,3,1,1,2,1,5,Neutral or Dissatisfied,long distance,0,0,0,"",no,0,0,0,0
127494,Male,21,Returning,Economy,1814,10,0,4,1,4,1,3,4,3,5,4,4,4,4,4,Neutral or Dissatisfied,long distance,0,0,0,"",no,0,0,0,0
127495,Male,59,Returning,Economy,2075,0,0,1,3,4,3,3,4,2,4,2,2,4,2,3,Neutral or Dissatisfied,long distance,0,0,0,"",no,0,0,0,0
127496,Male,27,Returning,Economy,1814,3,0,4,2,1,2,4,1,2,2,2,2,4,2,2,Neutral or Dissatisfied,long distance,0,0,0,"",no,0,0,0,0
127498,Female,70,Returning,Economy,2075,0,0,4,5,4,3,3,2,4,5,1,5,2,2,2,Satisfied,long distance,4,5,3,8,yes,3,5,5,5
127499,Male,24,Returning,Economy,2075,0,2,3,3,3,3,1,5,4,4,4,4,4,4,1,Neutral or Dissatisfied,long distance,1,2,1,1,no,1,3,1,2
127500,Male,11,Returning,Economy,1814,5,0,5,2,3,2,3,3,4,3,4,4,5,4,4,Neutral or Dissatisfied,long distance,1,1,1,1,no,1,1,1,1
127502,Female,10,Returning,Economy,1814,0,0,4,3,4,3,3,3,1,5,1,1,2,1,5,Neutral or Dissatisfied,long distance,0,0,1,2,no,0,0,1,0
127503,Female,23,Returning,Economy,2075,5,0,5,3,2,3,5,3,1,3,1,1,4,1,5,Neutral or Dissatisfied,long distance,0,3,1,1,no,4,4,1,0
127504,Male,40,Returning,Economy,1814,0,0,3,4,4,4,1,1,5,4,5,5,3,5,3,Satisfied,long distance,1,2,2,1,no,2,3,2,0
127505,Male,23,Returning,Economy,2075,6,10,4,2,2,2,5,3,4,5,2,2,5,2,1,Neutral or Dissatisfied,long distance,2,2,1,1,no,1,4,1,2
127506,Male,15,Returning,Economy,2075,0,0,4,3,2,3,4,4,2,5,5,5,4,5,4,Neutral or Dissatisfied,long distance,1,1,1,1,no,2,2,1,1
127507,Female,30,Returning,Economy,1814,0,0,3,4,1,4,1,2,4,4,4,4,2,4,4,Neutral or Dissatisfied,long distance,3,2,3,6,yes,2,3,3,0
127508,Male,70,Returning,Economy,2075,0,0,4,3,5,3,4,3,2,2,4,4,4,4,4,Neutral or Dissatisfied,long distance,0,0,1,1,no,1,1,1,0
127509,Male,63,Returning,Economy,2075,0,0,5,3,2,3,1,3,1,2,1,1,4,1,5,Neutral or Dissatisfied,long distance,0,0,1,1,no,0,1,1,0
127511,Female,40,Returning,Economy,2075,0,0,2,4,4,4,4,1,3,5,3,3,3,3,3,Neutral or Dissatisfied,long distance,1,1,2,1,no,1,2,1,0
127512,Male,15,Returning,Economy,1814,0,3,4,2,1,2,3,1,5,5,2,2,3,2,4,Neutral or Dissatisfied,long distance,1,4,3,7,yes,3,5,5,0
127513,Male,44,Returning,Business,1814,0,0,4,3,4,5,4,4,5,5,4,4,4,4,4,Satisfied,long distance,5,5,5,10,yes,3,5,5,0
127515,Female,55,First-time,Economy Plus,2075,0,0,2,2,3,2,3,2,3,4,3,3,3,3,2,Neutral or Dissatisfied,long distance,1,1,4,3,no,1,3,2,1
127518,Female,49,Returning,Economy Plus,1814,0,0,5,2,4,4,4,2,5,2,2,3,2,2,2,Neutral or Dissatisfied,long distance,3,5,4,8,yes,2,5,5,0
127519,Male,42,First-time,Business,1009,10,0,2,2,5,2,3,5,2,2,2,2,4,2,5,Neutral or Dissatisfied,moderate distance,2,4,5,7,yes,3,5,5,4
127523,Male,24,Returning,Business,1009,6,0,5,5,3,2,5,5,2,2,2,2,5,2,4,Satisfied,moderate distance,2,3,3,3,no,1,2,4,0
127524,Female,51,Returning,Business,3016,0,0,4,4,5,4,4,5,4,5,5,3,5,5,5,Satisfied,long distance,1,4,2,7,yes,3,4,4,0
127527,Male,24,First-time,Economy,1009,4,0,5,5,3,5,2,3,2,2,5,5,4,5,5,Satisfied,moderate distance,1,1,1,1,no,1,2,1,0
127528,Female,50,Returning,Business,3007,0,10,5,3,5,5,3,4,5,4,5,4,4,4,4,Satisfied,long distance,2,3,3,3,no,2,3,2,0
127529,Male,37,Returning,Business,1009,0,0,5,5,4,5,5,4,4,4,3,3,4,4,4,Satisfied,moderate distance,1,1,1,3,no,3,2,1,0
127530,Male,50,Returning,Business,3281,0,0,3,3,4,4,3,4,5,4,3,5,4,4,4,Satisfied,long distance,0,2,1,2,no,2,3,3,0
127531,Female,34,Returning,Business,3428,0,5,1,5,4,5,1,3,5,3,3,4,3,3,3,Satisfied,long distance,1,1,2,2,no,1,2,2,0
127532,Male,43,First-time,Business,1009,0,3,3,3,5,3,3,5,3,4,3,3,4,3,5,Satisfied,moderate distance,4,4,4,8,yes,4,4,4,0
127533,Female,25,Returning,Business,1009,0,0,2,2,5,5,2,3,5,2,5,5,5,5,5,Satisfied,moderate distance,5,5,5,10,yes,5,5,5,0
127534,Female,24,First-time,Economy,1009,0,2,2,2,4,2,2,4,1,2,1,1,5,1,4,Neutral or Dissatisfied,moderate distance,2,4,4,9,yes,4,4,5,0
127535,Male,63,Returning,Business,2197,0,0,2,2,5,5,2,4,5,4,4,4,4,4,4,Satisfied,long distance,1,1,2,1,no,1,1,2,0
127536,Male,25,Returning,Business,3897,0,0,1,1,5,4,1,4,4,4,4,4,4,4,5,Satisfied,long distance,3,2,1,2,no,1,1,2,0
127537,Female,46,First-time,Business,1009,0,0,3,3,4,3,1,3,3,4,5,5,5,5,4,Neutral or Dissatisfied,moderate distance,3,4,5,8,yes,3,5,5,0
127538,Male,50,Returning,Business,3976,0,0,3,3,5,5,3,2,5,2,4,5,2,2,2,Satisfied,long distance,1,2,4,5,yes,2,3,3,0
127539,Female,26,First-time,Economy,1009,0,1,2,2,3,2,3,1,2,1,2,2,3,2,3,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,1,1,1,0
127540,Female,21,First-time,Business,1009,0,4,2,3,2,3,3,1,4,4,1,1,4,1,3,Neutral or Dissatisfied,moderate distance,0,1,1,1,no,1,1,2,0
127541,Female,8,First-time,Economy,1009,0,0,2,2,2,2,4,4,5,3,5,5,3,5,4,Neutral or Dissatisfied,moderate distance,1,3,1,2,no,1,1,3,1
127542,Male,11,Returning,Business,3187,1,0,2,1,4,4,2,2,4,2,4,4,4,4,3,Neutral or Dissatisfied,long distance,3,3,0,10,yes,3,4,5,0
127544,Female,61,Returning,Business,1009,0,6,1,5,1,2,5,2,3,2,2,4,2,2,2,Neutral or Dissatisfied,moderate distance,5,2,0,9,yes,4,5,5,0
127545,Male,36,First-time,Economy,609,0,3,0,3,3,3,2,5,2,2,2,2,2,2,4,Neutral or Dissatisfied,short distance,0,0,0,"",no,0,0,1,0
