ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction,Distance Group
122441,Male,42,Returning,Business,3363,0,0,5,1,5,5,5,5,5,5,3,5,5,5,5,Satisfied,long distance
122443,Female,20,First-time,Economy,808,0,0,3,3,4,3,2,3,5,2,5,5,5,5,5,Neutral or Dissatisfied,short distance
122444,Male,53,Returning,Business,2418,0,0,4,3,3,5,4,4,5,4,4,5,4,4,4,Satisfied,long distance
122445,Male,50,First-time,Business,575,0,0,4,4,5,4,4,3,3,4,3,3,5,3,4,Satisfied,short distance
122446,Female,25,First-time,Business,808,2,0,5,2,3,2,3,4,5,2,3,3,5,3,4,Neutral or Dissatisfied,short distance
122447,Male,30,Returning,Business,575,0,5,5,5,5,4,5,3,4,4,4,4,5,4,4,Satisfied,short distance
122450,Female,44,Returning,Business,575,0,0,1,1,4,5,1,2,5,2,3,3,2,2,2,Satisfied,short distance
122452,Male,22,First-time,Business,808,0,7,5,0,3,0,1,3,3,4,3,3,5,3,4,Satisfied,short distance
122454,Male,45,Returning,Business,2162,4,7,2,2,4,5,2,4,5,4,4,4,4,4,4,Satisfied,long distance
122455,Male,42,Returning,Business,575,0,0,2,2,5,5,2,3,5,4,5,5,3,3,3,Satisfied,short distance
122456,Male,40,Returning,Business,808,0,0,5,5,5,5,5,3,4,3,5,3,3,3,3,Satisfied,short distance
122457,Male,24,First-time,Economy,575,0,0,0,5,3,5,4,5,4,5,4,4,5,4,5,Satisfied,short distance
122458,Female,40,Returning,Business,575,0,0,5,5,5,5,5,4,4,4,5,4,4,4,4,Satisfied,short distance
122459,Female,41,Returning,Business,1636,0,0,1,1,3,5,1,5,5,5,5,4,5,5,5,Satisfied,moderate distance
122460,Female,53,Returning,Business,575,0,0,2,2,3,5,2,4,4,4,5,5,4,4,4,Satisfied,short distance
122462,Female,32,Returning,Business,3054,1,1,5,3,3,4,5,3,3,3,3,3,4,3,4,Satisfied,long distance
122463,Female,22,First-time,Business,575,0,0,0,5,4,5,5,5,5,3,5,5,5,5,5,Satisfied,short distance
122464,Female,38,First-time,Business,808,0,0,4,4,4,4,4,3,2,2,2,2,4,2,5,Neutral or Dissatisfied,short distance
122465,Male,25,Returning,Business,2855,0,0,4,4,3,4,4,3,4,3,4,4,5,4,4,Satisfied,long distance
122466,Male,66,Returning,Business,575,0,0,3,5,2,4,5,2,3,3,4,3,2,2,2,Neutral or Dissatisfied,short distance
122467,Female,46,Returning,Business,575,0,0,2,4,5,5,4,4,5,4,5,2,4,4,4,Satisfied,short distance
122469,Male,43,Returning,Business,575,0,0,5,5,5,5,5,4,4,4,4,5,4,4,4,Satisfied,short distance
122470,Male,25,Returning,Business,808,0,0,3,3,2,3,3,2,3,1,3,3,3,3,4,Neutral or Dissatisfied,short distance
122471,Male,31,Returning,Business,3130,0,5,5,5,3,3,5,1,3,1,3,3,3,3,3,Neutral or Dissatisfied,long distance
122472,Female,49,Returning,Business,3365,0,0,4,4,4,4,4,4,5,4,4,2,4,4,4,Satisfied,long distance
122474,Male,35,Returning,Business,3023,0,0,2,2,3,2,2,1,3,1,1,3,1,1,1,Neutral or Dissatisfied,long distance
122475,Male,37,First-time,Economy,575,0,0,3,2,4,2,4,4,5,3,5,5,4,5,3,Neutral or Dissatisfied,short distance
122476,Male,21,First-time,Economy,808,5,4,5,5,1,5,4,2,1,4,1,1,4,1,3,Neutral or Dissatisfied,short distance
122478,Female,52,Returning,Business,3231,0,0,3,3,5,3,3,5,5,5,1,4,5,5,4,Satisfied,long distance
122480,Female,48,Returning,Business,2338,0,0,5,5,3,2,5,4,5,4,4,3,4,4,4,Satisfied,long distance
122482,Male,68,Returning,Economy,575,0,0,5,4,3,4,3,3,3,2,1,1,4,1,4,Neutral or Dissatisfied,short distance
122483,Male,8,Returning,Economy,575,0,0,5,2,4,2,3,3,5,2,5,5,4,5,5,Neutral or Dissatisfied,short distance
122484,Male,51,Returning,Economy,575,0,0,4,3,2,3,1,1,3,4,3,3,4,3,1,Neutral or Dissatisfied,short distance
122485,Female,38,Returning,Economy,808,0,0,3,3,4,3,4,3,3,1,3,3,4,3,4,Neutral or Dissatisfied,short distance
122486,Male,19,Returning,Economy,808,0,0,3,2,4,2,5,2,2,4,2,2,3,2,3,Neutral or Dissatisfied,short distance
122489,Male,31,Returning,Economy,808,4,1,5,1,3,1,3,4,2,5,2,2,5,2,2,Neutral or Dissatisfied,short distance
122490,Female,60,Returning,Business,575,0,0,4,4,5,5,4,4,4,4,5,4,4,4,4,Satisfied,short distance
122491,Male,57,Returning,Economy Plus,808,0,0,2,2,3,1,2,1,1,4,1,1,2,1,2,Neutral or Dissatisfied,short distance
122493,Male,53,Returning,Business,3690,3,0,3,3,5,5,3,3,5,3,3,2,3,3,3,Satisfied,long distance
122494,Female,58,Returning,Business,2235,0,0,3,3,3,5,3,2,5,2,5,2,2,2,2,Satisfied,long distance
122495,Female,33,Returning,Business,930,0,0,2,2,4,4,2,4,5,4,5,2,4,4,4,Satisfied,moderate distance
122496,Female,23,Returning,Business,930,2,1,5,2,5,2,4,5,5,4,5,5,4,5,5,Neutral or Dissatisfied,moderate distance
122497,Male,41,Returning,Business,2608,7,0,2,2,5,5,2,5,4,5,4,3,5,5,5,Satisfied,long distance
122498,Male,57,Returning,Business,930,8,0,1,1,4,4,1,4,5,4,4,3,4,4,4,Satisfied,moderate distance
122501,Male,59,Returning,Business,930,0,0,3,4,5,5,3,4,4,4,4,2,4,4,4,Satisfied,moderate distance
122502,Male,45,Returning,Business,3402,2,0,3,3,4,5,3,4,5,4,5,4,4,4,4,Satisfied,long distance
122503,Male,47,Returning,Business,930,0,5,1,2,4,5,1,5,5,5,5,3,5,5,5,Satisfied,moderate distance
122504,Male,46,Returning,Business,930,0,0,2,2,4,5,2,5,4,5,3,2,5,5,5,Satisfied,moderate distance
122506,Male,56,Returning,Business,1918,0,0,1,1,4,5,1,4,4,4,3,2,4,4,4,Satisfied,long distance
122507,Female,41,Returning,Business,3870,0,0,3,2,3,5,2,5,4,5,4,4,5,5,5,Satisfied,long distance
122509,Male,27,First-time,Economy,930,0,0,2,2,3,2,3,4,2,2,2,2,4,2,4,Neutral or Dissatisfied,moderate distance
122511,Male,49,Returning,Business,3805,10,0,2,2,1,4,2,3,3,4,2,4,3,3,3,Neutral or Dissatisfied,long distance
122512,Male,59,Returning,Economy,930,10,0,5,2,5,2,3,3,2,5,2,2,5,2,4,Neutral or Dissatisfied,moderate distance
122514,Female,60,Returning,Economy,930,3,0,5,1,4,4,2,3,5,1,4,5,3,3,3,Neutral or Dissatisfied,moderate distance
122516,Female,59,Returning,Economy,930,0,0,5,1,2,3,4,1,2,1,4,5,1,1,1,Neutral or Dissatisfied,moderate distance
122518,Female,41,Returning,Business,3226,0,0,4,5,3,4,5,5,5,5,3,2,5,5,5,Satisfied,long distance
122520,Male,40,Returning,Economy Plus,930,4,0,5,2,3,2,4,5,2,3,2,2,4,2,5,Neutral or Dissatisfied,moderate distance
122523,Male,56,Returning,Business,500,4,3,2,2,3,5,2,4,5,4,4,3,4,4,4,Satisfied,short distance
122524,Female,68,Returning,Business,500,0,0,1,2,2,4,4,2,3,2,1,2,2,2,2,Neutral or Dissatisfied,short distance
122525,Male,13,Returning,Business,500,0,0,3,1,1,1,3,3,4,3,4,4,3,4,3,Neutral or Dissatisfied,short distance
122526,Female,29,Returning,Business,3672,9,3,5,5,5,5,5,4,5,2,5,5,4,5,4,Satisfied,long distance
122529,Female,55,Returning,Business,500,2,0,4,4,3,5,4,3,4,3,4,3,3,3,3,Satisfied,short distance
122530,Female,50,Returning,Business,500,0,0,2,2,3,5,2,4,5,4,5,5,4,4,4,Satisfied,short distance
122531,Female,49,Returning,Business,500,0,0,5,5,3,5,5,4,4,4,3,5,4,4,4,Satisfied,short distance
122532,Male,29,Returning,Business,3265,4,1,4,2,3,4,4,5,5,3,5,5,5,5,5,Satisfied,long distance
122533,Female,25,Returning,Business,500,0,0,5,4,3,5,5,4,5,5,5,5,5,5,5,Satisfied,short distance
122534,Male,19,First-time,Business,500,0,0,0,5,5,0,4,5,4,2,4,4,4,4,4,Satisfied,short distance
122536,Female,44,Returning,Business,3922,0,0,1,2,3,5,1,3,5,4,3,2,3,3,3,Satisfied,long distance
122538,Female,38,Returning,Business,3453,0,0,4,4,3,4,4,4,5,4,4,4,4,4,4,Satisfied,long distance
122539,Female,41,Returning,Business,500,0,0,3,3,5,4,3,4,4,5,3,4,4,4,4,Satisfied,short distance
122540,Female,40,Returning,Business,500,0,0,5,5,4,5,5,5,4,5,5,5,5,5,5,Satisfied,short distance
122543,Female,52,Returning,Economy,500,0,0,5,5,1,3,5,3,3,3,2,4,3,3,3,Neutral or Dissatisfied,short distance
122545,Male,55,Returning,Business,3068,1,0,5,5,4,4,5,5,5,5,5,4,5,5,5,Satisfied,long distance
122546,Female,28,Returning,Economy,500,0,0,1,1,1,2,1,1,2,3,2,2,3,2,3,Neutral or Dissatisfied,short distance
122547,Male,24,Returning,Economy,500,0,0,4,4,3,2,4,4,2,2,2,2,4,2,3,Neutral or Dissatisfied,short distance
122548,Male,35,Returning,Economy,500,0,2,4,4,4,3,4,3,3,4,3,3,3,3,4,Neutral or Dissatisfied,short distance
122549,Male,61,Returning,Business,500,2,2,4,5,3,4,4,5,4,5,4,3,5,5,5,Satisfied,short distance
122552,Female,72,Returning,Business,500,0,0,3,3,1,4,3,2,4,2,2,3,2,2,2,Neutral or Dissatisfied,short distance
122553,Male,40,First-time,Economy,100,0,0,1,4,4,4,3,2,4,2,4,4,3,4,3,Neutral or Dissatisfied,short distance
122554,Male,12,Returning,Economy,500,0,0,5,0,5,0,1,5,2,2,2,2,5,2,4,Satisfied,short distance
122555,Male,16,Returning,Economy,500,0,0,4,5,3,5,2,4,5,3,5,5,5,5,5,Neutral or Dissatisfied,short distance
122556,Male,28,Returning,Economy,500,0,0,4,2,5,2,1,5,5,3,4,4,4,4,4,Neutral or Dissatisfied,short distance
122557,Male,24,Returning,Economy,500,0,0,3,4,2,4,3,2,1,1,1,1,3,1,4,Neutral or Dissatisfied,short distance
122558,Male,42,Returning,Economy,500,0,0,4,2,2,2,4,3,2,3,2,2,4,2,2,Neutral or Dissatisfied,short distance
122559,Male,48,Returning,Economy,500,0,0,4,3,1,3,3,1,3,1,3,3,3,3,3,Neutral or Dissatisfied,short distance
122560,Male,64,Returning,Economy,500,0,0,5,2,4,2,2,5,4,2,4,4,5,4,4,Neutral or Dissatisfied,short distance
122561,Male,35,Returning,Economy,500,0,0,5,4,5,4,3,3,4,4,4,4,5,4,4,Satisfied,short distance
122562,Male,23,Returning,Economy,500,0,0,4,4,3,4,2,5,3,4,3,3,5,3,4,Satisfied,short distance
122564,Female,31,Returning,Business,1559,0,0,5,5,4,4,5,3,4,5,4,4,4,4,4,Satisfied,moderate distance
122566,Female,46,Returning,Economy Plus,500,0,0,3,2,1,3,4,4,3,2,4,2,4,4,4,Satisfied,short distance
122567,Male,60,Returning,Business,500,0,0,3,2,5,5,3,5,5,5,5,2,5,5,5,Satisfied,short distance
122569,Female,45,Returning,Business,728,0,0,5,5,3,4,5,2,4,3,5,4,2,2,2,Satisfied,short distance
122570,Female,44,Returning,Business,728,0,0,4,4,5,4,4,5,5,4,3,5,5,5,5,Satisfied,short distance
122571,Male,41,Returning,Business,728,0,0,5,5,3,5,5,2,5,2,5,5,2,2,2,Satisfied,short distance
122572,Male,53,Returning,Business,728,0,0,3,3,4,4,3,4,4,4,4,5,4,4,4,Satisfied,short distance
122573,Female,48,Returning,Business,3186,0,0,4,4,5,4,4,5,4,5,5,3,5,5,5,Satisfied,long distance
122574,Female,21,Returning,Business,728,0,0,4,1,1,1,4,4,3,4,3,3,4,3,3,Neutral or Dissatisfied,short distance
122575,Male,40,Returning,Business,728,0,0,4,3,1,4,3,5,4,3,4,4,5,5,5,Neutral or Dissatisfied,short distance
122576,Female,55,Returning,Business,728,6,0,3,2,1,4,4,4,3,2,3,3,4,4,4,Neutral or Dissatisfied,short distance
122578,Female,21,Returning,Business,728,0,0,4,2,3,5,4,3,5,5,5,5,5,5,4,Satisfied,short distance
122579,Male,53,Returning,Business,1679,0,0,3,3,5,4,3,5,5,5,5,2,5,5,5,Satisfied,moderate distance
122581,Male,46,Returning,Business,3726,0,0,4,2,5,5,2,5,4,5,5,3,5,5,5,Satisfied,long distance
122583,Male,33,Returning,Business,728,0,0,5,5,4,4,5,5,3,2,3,3,5,3,5,Satisfied,short distance
122584,Male,46,Returning,Business,728,5,3,1,3,3,4,3,4,4,4,4,4,4,4,4,Satisfied,short distance
122586,Female,25,First-time,Business,728,0,0,5,3,4,3,5,5,2,2,2,2,5,2,5,Neutral or Dissatisfied,short distance
122587,Female,39,Returning,Business,3795,0,0,1,2,4,4,1,5,5,5,5,2,5,5,5,Satisfied,long distance
122588,Female,46,Returning,Business,3057,0,0,3,3,5,4,3,4,5,4,4,4,4,4,4,Satisfied,long distance
122589,Female,29,First-time,Business,728,0,0,5,5,5,5,3,4,4,4,4,4,5,4,5,Satisfied,short distance
122590,Male,44,Returning,Business,2651,0,0,3,3,5,5,3,4,5,4,3,4,4,4,4,Satisfied,long distance
122591,Male,26,First-time,Business,728,2,0,2,2,3,2,3,4,1,2,5,5,5,5,5,Neutral or Dissatisfied,short distance
122592,Female,28,Returning,Business,728,0,0,3,3,4,4,3,4,4,5,4,4,4,4,4,Satisfied,short distance
122593,Male,19,First-time,Economy,728,0,0,2,2,3,2,2,5,3,5,3,3,4,3,4,Neutral or Dissatisfied,short distance
122594,Female,36,First-time,Business,728,0,0,4,4,5,4,2,4,2,5,2,2,4,2,5,Neutral or Dissatisfied,short distance
122595,Female,25,First-time,Business,728,0,0,4,4,3,4,1,3,3,4,2,2,5,2,5,Satisfied,short distance
122597,Male,53,Returning,Business,728,0,0,1,1,2,2,1,4,3,4,1,1,4,4,4,Neutral or Dissatisfied,short distance
122599,Male,28,Returning,Economy,728,0,0,1,1,3,2,1,4,2,3,2,2,1,2,1,Neutral or Dissatisfied,short distance
122600,Male,25,Returning,Business,2020,0,0,5,5,3,3,5,5,3,5,3,3,4,3,5,Satisfied,long distance
122601,Female,45,First-time,Business,728,0,0,4,4,5,4,5,4,5,3,5,5,4,5,5,Neutral or Dissatisfied,short distance
122602,Female,47,Returning,Economy,728,0,0,4,4,3,3,4,2,3,2,4,5,2,2,2,Neutral or Dissatisfied,short distance
122604,Female,13,Returning,Business,728,0,0,4,4,2,1,4,4,1,1,1,1,4,1,3,Neutral or Dissatisfied,short distance
122605,Male,59,Returning,Economy,728,1,9,3,3,4,3,3,1,3,4,3,3,3,3,3,Neutral or Dissatisfied,short distance
122606,Female,48,Returning,Economy,728,0,0,5,5,1,3,5,4,4,4,4,5,4,4,4,Neutral or Dissatisfied,short distance
122607,Female,29,Returning,Business,2947,0,0,1,1,3,4,1,2,5,2,5,5,4,5,3,Neutral or Dissatisfied,long distance
122609,Female,27,First-time,Economy,728,1,0,2,2,1,2,4,1,5,4,5,5,4,5,3,Neutral or Dissatisfied,short distance
122610,Female,35,First-time,Business,728,5,0,3,3,4,3,3,3,1,2,2,2,5,2,5,Neutral or Dissatisfied,short distance
122611,Female,41,Returning,Economy,728,2,0,3,3,1,5,3,4,5,4,5,5,3,5,5,Satisfied,short distance
122612,Female,40,First-time,Business,328,0,0,3,3,2,3,1,1,3,3,3,3,2,3,3,Neutral or Dissatisfied,short distance
122614,Male,14,Returning,Economy,728,0,0,5,2,2,2,3,1,2,4,2,2,3,2,1,Neutral or Dissatisfied,short distance
122615,Male,44,Returning,Economy,728,1,5,1,3,1,3,3,1,4,2,4,4,4,4,4,Neutral or Dissatisfied,short distance
122616,Male,52,Returning,Economy,728,0,1,5,3,4,3,4,1,4,1,4,4,4,4,2,Neutral or Dissatisfied,short distance
122617,Female,50,Returning,Economy,728,0,0,4,2,3,4,2,1,5,2,1,4,1,1,1,Neutral or Dissatisfied,short distance
122618,Male,12,Returning,Economy,728,0,0,3,2,1,2,3,3,4,5,4,4,3,4,4,Neutral or Dissatisfied,short distance
122619,Male,18,Returning,Economy,728,0,0,5,3,5,3,3,5,4,5,4,4,3,4,5,Neutral or Dissatisfied,short distance
122620,Female,57,Returning,Economy,728,0,7,5,2,3,1,2,4,1,2,3,2,4,4,4,Neutral or Dissatisfied,short distance
122621,Female,53,Returning,Economy,728,0,0,4,3,5,1,3,4,5,3,2,3,4,4,4,Neutral or Dissatisfied,short distance
122622,Male,40,Returning,Economy,728,0,0,3,3,4,3,4,1,4,1,1,1,4,1,3,Neutral or Dissatisfied,short distance
122624,Male,10,Returning,Economy,728,0,0,3,3,1,3,1,3,3,2,3,3,3,3,1,Neutral or Dissatisfied,short distance
122625,Female,46,Returning,Economy,728,0,0,5,1,5,1,3,4,1,1,5,1,4,4,4,Neutral or Dissatisfied,short distance
122626,Female,24,Returning,Economy,728,0,0,4,3,3,3,2,4,3,5,3,3,2,3,2,Satisfied,short distance
122628,Male,57,Returning,Economy,728,0,0,4,2,2,2,4,3,5,5,5,5,5,5,4,Neutral or Dissatisfied,short distance
122629,Female,39,Returning,Economy,728,0,0,2,3,3,3,3,3,4,4,4,4,4,4,3,Neutral or Dissatisfied,short distance
122630,Female,65,Returning,Economy,728,0,0,3,3,2,3,5,2,2,3,1,1,2,2,2,Neutral or Dissatisfied,short distance
122631,Male,43,Returning,Economy,728,0,0,5,2,3,2,5,2,5,1,4,4,4,4,1,Neutral or Dissatisfied,short distance
122632,Female,39,Returning,Economy,728,0,0,2,3,3,3,3,2,3,1,3,3,3,3,2,Neutral or Dissatisfied,short distance
122634,Female,44,First-time,Business,728,0,0,4,4,5,4,5,4,4,2,4,4,4,4,5,Satisfied,short distance
122635,Female,50,Returning,Economy Plus,728,6,0,5,3,1,3,5,4,2,4,3,1,4,4,4,Neutral or Dissatisfied,short distance
122636,Female,32,Returning,Business,3756,0,0,2,3,5,5,2,3,5,4,5,5,4,5,4,Satisfied,long distance
122637,Female,71,Returning,Economy Plus,728,0,0,4,3,3,3,3,4,4,3,2,2,4,4,4,Neutral or Dissatisfied,short distance
122639,Female,25,First-time,Economy Plus,728,0,0,2,2,2,2,3,3,1,4,1,1,4,1,4,Neutral or Dissatisfied,short distance
122640,Female,49,Returning,Economy Plus,728,0,0,4,4,1,4,4,2,4,2,4,3,2,2,2,Neutral or Dissatisfied,short distance
122641,Female,23,First-time,Economy,328,0,0,0,0,2,0,3,1,4,5,4,4,4,4,1,Satisfied,short distance
122642,Male,37,Returning,Economy Plus,728,2,0,4,3,3,3,1,5,4,2,4,4,1,4,3,Neutral or Dissatisfied,short distance
122643,Male,50,Returning,Business,2043,0,0,4,4,3,4,4,5,4,5,5,2,5,5,5,Satisfied,long distance
122644,Female,34,First-time,Business,361,7,5,2,2,4,2,3,5,2,5,5,5,5,5,4,Neutral or Dissatisfied,short distance
122648,Male,39,First-time,Business,361,0,0,3,3,4,3,5,3,1,3,1,1,5,1,5,Neutral or Dissatisfied,short distance
122649,Male,26,First-time,Business,361,0,0,0,4,4,4,1,4,5,5,5,5,5,5,4,Satisfied,short distance
122652,Female,60,Returning,Business,361,0,0,4,4,3,5,4,5,5,5,5,5,5,5,5,Satisfied,short distance
122653,Male,42,First-time,Business,361,0,0,5,5,5,5,3,3,2,3,2,2,5,2,4,Satisfied,short distance
122654,Male,54,Returning,Business,2101,0,0,4,4,5,5,4,5,5,5,4,5,5,5,5,Satisfied,long distance
122655,Male,25,First-time,Business,361,7,8,0,4,3,4,5,4,1,5,1,1,5,1,4,Satisfied,short distance
122657,Male,44,Returning,Business,361,0,0,4,4,3,5,4,5,4,5,4,4,5,5,5,Satisfied,short distance
122658,Female,44,Returning,Business,361,0,0,1,3,4,4,3,5,5,5,4,2,5,5,5,Satisfied,short distance
122659,Female,39,First-time,Business,361,0,6,1,1,3,1,3,5,1,3,1,1,4,1,4,Neutral or Dissatisfied,short distance
122660,Female,27,Returning,Business,361,0,0,2,2,5,4,2,3,4,3,4,4,5,4,5,Satisfied,short distance
122662,Female,48,Returning,Business,2664,0,0,1,1,3,5,1,2,4,2,4,3,2,2,2,Satisfied,long distance
122663,Female,54,Returning,Business,361,0,5,3,2,5,4,3,4,4,4,4,5,4,4,4,Satisfied,short distance
122665,Female,49,Returning,Business,361,6,0,3,3,1,3,3,2,3,2,2,2,2,2,2,Neutral or Dissatisfied,short distance
122666,Female,38,Returning,Business,3543,3,1,4,4,4,5,4,5,5,5,3,2,5,5,5,Satisfied,long distance
122667,Male,37,First-time,Business,361,0,0,3,3,5,3,4,3,4,2,4,4,4,4,5,Neutral or Dissatisfied,short distance
122668,Male,37,Returning,Business,3867,7,6,1,1,4,4,1,5,4,5,4,2,5,5,5,Satisfied,long distance
122671,Male,46,Returning,Business,2453,0,0,1,1,5,5,1,4,5,4,4,3,4,4,4,Satisfied,long distance
122672,Male,37,First-time,Business,361,0,0,5,5,3,5,1,3,3,3,3,3,5,3,5,Satisfied,short distance
122674,Female,57,Returning,Economy,361,0,0,4,4,2,3,4,2,4,2,3,3,2,2,2,Neutral or Dissatisfied,short distance
122675,Female,63,Returning,Business,2638,0,0,1,3,4,4,3,4,5,4,5,2,4,4,4,Satisfied,long distance
122676,Male,26,First-time,Business,361,0,0,1,5,3,5,4,4,5,3,5,5,4,5,4,Satisfied,short distance
122677,Male,59,Returning,Business,361,0,0,4,4,5,5,4,5,4,5,5,4,5,5,5,Satisfied,short distance
122678,Male,66,Returning,Business,361,0,0,2,2,3,3,2,2,4,3,2,2,2,2,2,Neutral or Dissatisfied,short distance
122679,Male,49,Returning,Economy,361,0,0,4,4,3,1,4,4,1,1,1,1,2,1,2,Neutral or Dissatisfied,short distance
122681,Female,47,Returning,Business,1737,0,0,3,5,4,5,5,4,4,4,4,3,4,4,4,Satisfied,moderate distance
122684,Male,53,Returning,Business,3057,0,0,1,1,4,5,1,5,5,5,4,4,5,5,5,Satisfied,long distance
122685,Female,24,First-time,Economy,361,0,0,0,4,2,4,4,2,1,3,1,1,3,1,4,Neutral or Dissatisfied,short distance
122686,Male,62,Returning,Economy,361,2,0,2,2,1,4,2,3,4,4,4,4,3,4,5,Satisfied,short distance
122687,Female,39,Returning,Business,2598,0,6,1,3,3,3,1,3,4,3,1,2,3,3,3,Neutral or Dissatisfied,long distance
122688,Female,42,Returning,Business,361,0,0,1,1,1,2,1,4,2,4,1,5,4,4,4,Neutral or Dissatisfied,short distance
122690,Male,43,First-time,Business,361,0,0,3,3,5,3,3,2,1,3,3,3,3,3,3,Neutral or Dissatisfied,short distance
122691,Male,15,Returning,Business,361,0,0,1,1,3,1,1,3,1,3,1,1,3,1,4,Neutral or Dissatisfied,short distance
122693,Female,27,Returning,Economy,361,0,0,4,2,4,2,1,4,1,4,1,1,4,1,5,Neutral or Dissatisfied,short distance
122694,Female,56,Returning,Economy,361,0,3,5,2,5,5,3,1,4,2,3,4,1,1,1,Neutral or Dissatisfied,short distance
122695,Male,66,Returning,Economy,361,0,0,4,2,5,2,4,4,4,3,4,4,4,4,5,Neutral or Dissatisfied,short distance
122696,Female,51,Returning,Economy,361,0,0,5,3,5,5,3,1,4,3,5,3,1,1,1,Neutral or Dissatisfied,short distance
122697,Male,49,Returning,Economy,361,0,0,4,4,3,4,4,4,5,3,5,5,5,5,5,Neutral or Dissatisfied,short distance
122698,Female,41,Returning,Economy,361,0,0,4,3,4,3,4,5,1,2,1,1,4,1,5,Neutral or Dissatisfied,short distance
122700,Female,52,Returning,Economy,361,0,0,2,2,2,4,3,1,4,2,4,1,1,1,1,Neutral or Dissatisfied,short distance
122702,Female,59,Returning,Business,2372,0,0,1,1,4,4,1,4,5,4,4,5,4,4,4,Satisfied,long distance
122703,Female,30,Returning,Economy Plus,361,1,0,4,4,2,1,4,4,1,2,1,1,3,1,3,Neutral or Dissatisfied,short distance
122704,Female,18,Returning,Economy Plus,361,0,0,5,3,5,3,3,4,2,2,2,2,4,2,5,Neutral or Dissatisfied,short distance
122706,Female,30,First-time,Business,813,0,0,5,5,4,5,4,4,3,4,3,3,5,3,4,Satisfied,short distance
122707,Female,45,Returning,Economy,813,0,0,1,1,3,4,1,2,3,2,1,1,2,2,2,Neutral or Dissatisfied,short distance
122708,Male,10,Returning,Economy,813,0,0,5,5,1,5,5,4,2,3,2,2,2,2,5,Satisfied,short distance
122709,Female,20,Returning,Economy,813,2,2,0,2,5,2,2,4,4,2,4,4,4,4,5,Neutral or Dissatisfied,short distance
122711,Male,41,Returning,Economy,813,7,2,1,2,4,2,2,3,1,5,2,2,2,2,1,Neutral or Dissatisfied,short distance
122712,Male,41,Returning,Business,3034,0,0,1,1,5,5,1,4,5,4,3,4,4,4,4,Satisfied,long distance
122713,Male,28,Returning,Economy Plus,813,0,0,2,3,4,3,4,2,3,3,3,3,4,3,3,Neutral or Dissatisfied,short distance
122715,Female,69,Returning,Business,651,0,0,2,4,2,4,3,1,3,4,1,5,1,1,1,Neutral or Dissatisfied,short distance
122716,Female,37,Returning,Business,651,0,0,2,2,5,4,2,5,5,5,5,2,5,5,5,Satisfied,short distance
122717,Male,27,Returning,Business,2573,0,0,3,3,3,4,3,4,4,5,4,4,4,4,5,Satisfied,long distance
122718,Female,51,Returning,Business,2080,2,0,3,3,3,5,3,4,5,4,4,4,4,4,4,Satisfied,long distance
122719,Female,30,Returning,Business,651,0,0,3,4,3,5,3,4,5,5,5,5,5,5,4,Satisfied,short distance
122720,Male,25,Returning,Business,651,2,0,2,2,5,3,2,5,3,3,3,3,5,3,4,Satisfied,short distance
122722,Male,45,First-time,Business,651,0,0,1,1,3,1,3,4,3,5,3,3,4,3,4,Neutral or Dissatisfied,short distance
122725,Male,54,Returning,Business,2375,0,0,5,4,5,5,5,5,5,5,4,5,5,5,5,Satisfied,long distance
122727,Male,46,Returning,Business,651,1,8,2,2,5,5,2,5,4,5,4,2,5,5,5,Satisfied,short distance
122728,Male,49,Returning,Business,3649,0,0,1,1,4,4,1,4,5,4,3,3,4,4,4,Satisfied,long distance
122729,Male,39,Returning,Business,1903,0,0,4,4,4,5,4,4,4,4,5,3,4,4,4,Satisfied,long distance
122730,Female,37,Returning,Business,651,1,0,2,2,5,4,2,3,4,3,3,2,3,3,3,Satisfied,short distance
122731,Male,21,Returning,Business,2915,0,0,3,3,3,4,3,4,3,3,3,3,5,3,4,Satisfied,long distance
122732,Female,36,Returning,Business,3669,0,0,4,4,3,4,4,4,4,5,5,4,4,4,4,Satisfied,long distance
122733,Male,35,Returning,Business,651,1,2,1,3,5,5,1,5,4,5,3,5,5,5,5,Satisfied,short distance
122735,Male,29,First-time,Economy,651,0,0,4,3,2,3,4,4,1,2,1,1,3,1,3,Neutral or Dissatisfied,short distance
122736,Male,53,Returning,Business,1567,0,0,4,3,5,4,3,5,5,5,5,5,5,5,5,Satisfied,moderate distance
122737,Male,23,Returning,Business,1888,0,0,5,5,4,3,5,1,4,3,4,4,4,4,4,Neutral or Dissatisfied,long distance
122738,Male,30,First-time,Business,651,0,0,2,2,4,2,1,3,5,2,5,5,4,5,5,Neutral or Dissatisfied,short distance
122739,Male,27,Returning,Business,2244,0,0,3,3,3,4,3,3,3,3,3,3,5,3,4,Satisfied,long distance
122740,Female,28,First-time,Business,651,0,0,1,1,5,1,4,4,4,5,4,4,4,4,4,Neutral or Dissatisfied,short distance
122741,Male,29,Returning,Business,3688,0,0,4,4,3,4,4,5,4,5,4,4,5,4,5,Satisfied,long distance
