ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction,Distance Group,EntertainmentRating,FoodRating,Recommended,ServiceRating,ValueRating
118183,Male,9,First-time,Business,1444,0,0,4,1,3,1,2,3,1,4,1,1,5,1,4,Satisfied,moderate distance,0,0,yes,5,5
118185,Female,51,Returning,Business,1440,0,0,5,3,5,4,5,4,4,4,3,5,4,4,4,Satisfied,moderate distance,0,0,no,1,1
118187,Female,54,Returning,Business,1440,1,8,5,5,1,2,5,2,3,2,3,4,2,2,2,Neutral or Dissatisfied,moderate distance,0,0,no,5,1
118189,Male,38,Returning,Economy,1440,0,0,5,5,3,1,5,3,1,2,1,1,3,1,3,Neutral or Dissatisfied,moderate distance,1,1,no,1,1
118192,Female,35,Returning,Economy,1444,0,0,5,5,3,3,5,3,3,2,3,3,4,3,4,Satisfied,moderate distance,4,5,yes,5,5
118194,Female,79,First-time,Economy,1044,0,0,1,1,4,1,3,4,5,5,2,2,3,2,3,Neutral or Dissatisfied,moderate distance,2,4,yes,4,3
118195,Female,66,Returning,Economy,1444,0,0,4,5,5,5,1,5,4,5,5,2,5,5,4,Satisfied,moderate distance,5,4,no,5,3
118206,Male,55,Returning,Economy,1444,3,0,2,4,4,4,2,3,5,4,5,5,1,5,1,Neutral or Dissatisfied,moderate distance,2,1,no,1,1
118207,Female,53,Returning,Economy,1444,1,3,4,2,4,5,2,4,3,2,1,4,4,4,3,Neutral or Dissatisfied,moderate distance,5,3,yes,5,5
118208,Male,11,Returning,Economy,1444,0,0,2,1,3,1,4,3,4,1,4,4,3,4,4,Neutral or Dissatisfied,moderate distance,2,1,no,1,1
118209,Female,51,Returning,Business,1444,0,0,4,4,4,5,4,5,4,5,5,2,5,5,5,Satisfied,moderate distance,5,5,yes,5,4
118211,Female,54,First-time,Business,1440,5,0,4,4,5,4,3,3,2,5,2,2,5,2,5,Satisfied,moderate distance,1,1,no,2,1
118212,Male,25,Returning,Economy Plus,1444,0,0,5,5,3,4,5,4,1,4,4,4,3,4,4,Neutral or Dissatisfied,moderate distance,0,0,no,1,1
118215,Male,42,First-time,Business,735,7,0,2,2,3,2,3,5,5,3,5,5,4,5,5,Satisfied,short distance,1,1,no,1,1
118217,Male,58,Returning,Business,735,0,0,1,1,5,5,1,2,4,3,3,3,2,2,2,Satisfied,short distance,0,0,no,1,1
118218,Male,33,Returning,Business,2029,0,0,4,4,4,4,4,2,4,4,4,4,4,4,3,Neutral or Dissatisfied,long distance,1,1,no,1,1
118219,Male,49,Returning,Economy,735,0,9,5,5,1,4,5,2,5,4,5,5,4,5,3,Neutral or Dissatisfied,short distance,0,1,no,1,1
118223,Male,39,Returning,Economy,735,1,0,4,2,5,2,5,5,2,2,2,2,4,2,5,Neutral or Dissatisfied,short distance,1,1,no,2,3
118224,Female,26,First-time,Business,735,0,8,5,5,4,5,3,4,5,3,5,5,5,5,4,Satisfied,short distance,3,3,yes,4,4
118227,Male,20,First-time,Economy,1587,0,0,1,1,4,2,1,4,5,2,5,5,5,5,3,Neutral or Dissatisfied,moderate distance,5,5,yes,5,5
118228,Female,42,Returning,Business,1587,4,0,2,2,4,3,2,5,5,5,5,5,5,5,5,Satisfied,moderate distance,1,1,no,1,1
118229,Female,49,Returning,Business,1587,0,0,2,2,4,4,2,4,4,4,4,5,4,4,4,Satisfied,moderate distance,4,5,yes,5,5
118230,Female,30,Returning,Business,1587,0,0,3,3,3,5,3,4,5,4,5,5,5,5,5,Satisfied,moderate distance,5,4,yes,5,4
118231,Female,37,Returning,Business,1587,0,0,1,1,4,5,1,5,4,5,5,3,5,5,5,Satisfied,moderate distance,4,4,yes,4,4
118233,Male,47,Returning,Business,1587,0,10,5,5,3,5,5,3,4,4,3,5,3,3,3,Satisfied,moderate distance,2,5,yes,5,5
118234,Male,44,Returning,Business,1587,0,0,1,1,2,1,1,1,2,1,4,2,1,1,1,Neutral or Dissatisfied,moderate distance,3,1,yes,2,3
118238,Female,36,Returning,Business,1587,0,0,5,5,2,2,5,3,4,3,3,2,3,3,3,Neutral or Dissatisfied,moderate distance,3,5,no,4,5
118239,Male,66,Returning,Economy,1187,0,0,1,1,2,1,1,3,1,3,1,1,4,1,4,Neutral or Dissatisfied,moderate distance,1,1,no,1,1
118240,Female,23,Returning,Economy,1587,7,6,5,4,5,4,2,3,2,4,2,2,5,2,5,Neutral or Dissatisfied,moderate distance,5,1,no,1,1
118241,Female,60,Returning,Economy,1587,0,0,4,1,3,4,4,3,5,1,4,3,3,3,3,Neutral or Dissatisfied,moderate distance,3,1,no,3,1
118242,Female,55,First-time,Economy Plus,1587,0,9,2,2,3,2,2,4,2,5,2,2,3,2,3,Neutral or Dissatisfied,moderate distance,0,0,no,1,1
118243,Male,33,Returning,Business,1849,0,0,4,4,1,3,4,1,3,5,3,3,4,3,3,Neutral or Dissatisfied,long distance,5,5,yes,5,4
118244,Female,43,Returning,Business,1788,0,0,5,1,4,3,1,3,5,1,3,3,3,3,3,Neutral or Dissatisfied,long distance,0,1,yes,5,2
118248,Female,28,First-time,Business,1972,1,0,1,1,3,1,3,4,2,5,2,2,5,2,5,Neutral or Dissatisfied,long distance,0,0,no,0,1
118249,Male,43,Returning,Business,1849,3,2,1,1,3,4,1,4,4,4,3,2,4,4,4,Satisfied,long distance,0,2,yes,2,4
118250,Male,32,Returning,Business,1788,2,0,4,4,3,4,4,5,4,3,4,4,5,4,4,Satisfied,long distance,5,5,yes,5,5
118251,Female,51,Returning,Economy,1788,0,6,4,4,1,3,4,4,3,4,2,1,4,4,4,Neutral or Dissatisfied,long distance,4,3,yes,4,4
118252,Male,39,Returning,Business,1849,0,0,2,2,3,3,2,5,4,5,5,2,5,5,5,Satisfied,long distance,0,0,no,0,1
118253,Female,28,First-time,Economy,1281,0,0,3,3,3,3,2,2,4,4,2,2,3,2,3,Neutral or Dissatisfied,moderate distance,5,1,yes,4,3
118255,Female,31,First-time,Business,1849,0,0,2,2,3,2,2,4,3,5,3,3,5,3,5,Neutral or Dissatisfied,long distance,3,4,yes,4,4
118256,Female,30,First-time,Economy,1328,0,5,2,2,3,2,3,3,4,5,4,4,4,4,4,Neutral or Dissatisfied,moderate distance,3,4,yes,5,4
118257,Male,17,First-time,Economy,935,2,0,1,1,4,2,4,5,4,3,4,4,4,4,5,Satisfied,moderate distance,0,5,yes,5,4
118261,Female,50,Returning,Economy,1972,0,8,3,2,3,2,2,3,3,2,2,2,3,3,5,Neutral or Dissatisfied,long distance,1,3,no,3,3
118264,Female,49,Returning,Business,1972,6,0,1,1,3,4,1,4,4,4,3,3,4,4,4,Satisfied,long distance,5,4,yes,4,5
118266,Female,68,Returning,Economy Plus,1788,8,0,4,2,5,4,4,4,5,2,4,2,4,4,4,Neutral or Dissatisfied,long distance,0,0,no,1,1
118267,Female,60,Returning,Business,3321,9,2,1,1,3,4,1,4,5,4,5,3,4,4,4,Satisfied,long distance,0,1,no,2,1
118268,Male,30,Returning,Business,2926,0,0,5,5,4,4,5,4,4,5,4,4,4,4,4,Neutral or Dissatisfied,long distance,2,2,yes,3,4
118269,Female,24,Returning,Business,2480,3,0,1,1,3,4,1,4,4,3,4,4,5,4,5,Satisfied,long distance,2,1,yes,3,4
118271,Female,48,Returning,Business,602,0,0,3,3,4,5,3,5,5,5,3,5,5,5,5,Satisfied,short distance,0,0,no,1,1
118274,Male,40,Returning,Business,639,10,0,4,3,1,3,4,4,3,3,4,4,4,4,4,Neutral or Dissatisfied,short distance,0,0,no,0,1
118275,Male,45,Returning,Business,2405,10,2,1,1,4,5,1,5,5,5,3,3,5,5,5,Satisfied,long distance,1,1,no,2,1
118281,Female,29,Returning,Business,1919,2,0,4,3,5,4,4,4,4,4,4,4,4,4,4,Satisfied,long distance,0,0,no,2,1
118282,Female,24,Returning,Business,3706,4,0,3,4,5,4,3,5,3,4,3,3,4,3,4,Satisfied,long distance,0,0,no,2,1
118283,Male,40,Returning,Business,2889,0,0,5,5,3,4,5,2,4,2,4,2,2,2,2,Satisfied,long distance,0,0,no,1,1
118284,Female,44,Returning,Business,3866,0,0,3,3,4,4,3,4,4,5,4,2,4,4,4,Satisfied,long distance,5,5,yes,5,5
118285,Male,40,Returning,Business,1919,0,0,4,4,5,4,4,4,4,4,3,4,4,4,4,Satisfied,long distance,5,1,yes,2,1
118286,Female,54,Returning,Business,3389,0,0,1,1,4,5,1,5,4,5,5,2,5,5,5,Satisfied,long distance,5,4,yes,5,4
118288,Female,38,Returning,Business,2787,2,3,4,1,5,5,4,4,4,4,4,4,4,4,4,Satisfied,long distance,3,3,no,3,1
118289,Female,52,Returning,Business,3886,9,0,3,3,3,5,3,2,4,2,3,5,2,2,2,Satisfied,long distance,1,1,no,1,1
118290,Male,44,Returning,Business,3980,1,0,1,1,5,4,1,4,4,4,4,4,4,4,4,Satisfied,long distance,3,5,yes,5,4
118292,Male,57,Returning,Business,2020,0,0,5,5,5,4,5,4,4,4,3,4,4,4,4,Satisfied,long distance,1,1,yes,3,3
118294,Female,9,First-time,Economy,639,1,0,3,1,4,1,4,4,1,4,1,1,4,1,3,Neutral or Dissatisfied,short distance,4,5,yes,5,5
118295,Female,28,Returning,Business,602,0,0,3,3,3,4,3,5,4,4,4,4,4,4,4,Satisfied,short distance,5,5,yes,5,5
118298,Female,30,Returning,Business,602,0,0,3,3,4,5,3,3,5,3,5,5,4,5,4,Satisfied,short distance,4,2,no,1,1
118299,Female,53,Returning,Business,2759,0,0,3,3,4,5,3,5,5,5,5,2,5,5,5,Satisfied,long distance,0,3,no,4,2
118301,Female,24,Returning,Business,3410,0,0,5,5,4,4,5,3,4,2,4,4,4,4,4,Satisfied,long distance,4,4,yes,4,4
118303,Female,26,Returning,Economy,602,3,0,4,4,2,3,4,2,1,2,2,2,3,2,2,Neutral or Dissatisfied,short distance,1,1,no,1,1
118304,Male,45,Returning,Business,602,0,0,1,2,3,5,1,4,4,4,4,4,4,4,4,Satisfied,short distance,3,5,yes,5,5
118305,Male,31,Returning,Business,602,0,0,2,2,3,5,2,5,5,5,5,5,5,5,5,Satisfied,short distance,4,5,no,5,5
118306,Female,23,First-time,Economy,602,5,1,5,0,4,0,3,3,5,2,5,5,5,5,4,Satisfied,short distance,0,0,no,1,1
118309,Male,44,Returning,Economy,602,0,0,3,3,3,3,3,4,3,4,3,3,3,3,4,Neutral or Dissatisfied,short distance,0,0,no,0,1
118311,Male,35,Returning,Business,2107,0,5,2,2,3,3,2,2,4,2,4,4,2,2,2,Neutral or Dissatisfied,long distance,1,1,no,1,1
118312,Male,51,Returning,Business,639,1,9,5,1,5,4,5,5,4,5,5,5,5,5,5,Satisfied,short distance,0,0,no,2,1
118313,Female,23,First-time,Economy,639,2,2,4,3,1,3,3,3,4,2,5,5,4,5,4,Neutral or Dissatisfied,short distance,0,0,yes,5,5
118316,Male,46,Returning,Business,602,0,0,4,4,4,5,4,3,4,3,3,4,3,3,3,Satisfied,short distance,1,1,no,1,1
118317,Male,67,Returning,Business,2116,0,5,2,2,4,4,2,2,4,2,2,2,2,2,2,Neutral or Dissatisfied,long distance,1,1,no,4,2
118318,Male,23,Returning,Business,1778,0,0,3,3,4,2,3,2,2,1,2,2,4,2,4,Neutral or Dissatisfied,long distance,4,1,no,4,2
118322,Female,26,First-time,Business,602,0,0,1,1,3,1,2,4,1,5,1,1,4,1,5,Neutral or Dissatisfied,short distance,1,4,no,5,3
118325,Female,48,Returning,Economy,639,6,0,5,5,4,2,5,2,2,2,2,2,2,2,2,Neutral or Dissatisfied,short distance,2,3,no,2,2
118326,Male,25,First-time,Business,602,0,0,0,1,3,1,4,4,5,5,5,5,4,5,4,Neutral or Dissatisfied,short distance,3,2,yes,4,3
118327,Female,53,Returning,Business,3738,5,4,3,3,5,4,3,4,4,5,5,4,4,4,4,Satisfied,long distance,2,4,no,4,4
118328,Male,23,First-time,Economy,602,3,0,2,3,2,3,1,4,4,2,4,4,2,4,1,Neutral or Dissatisfied,short distance,1,1,no,3,2
118329,Male,60,Returning,Business,3326,0,0,5,5,4,4,5,4,5,4,4,5,4,4,4,Satisfied,long distance,3,1,no,5,4
118334,Female,26,Returning,Business,2791,0,0,4,3,5,4,3,5,5,3,5,5,4,5,5,Satisfied,long distance,3,3,yes,4,4
118335,Male,25,Returning,Business,3500,0,0,4,4,2,3,4,2,3,3,3,3,2,3,3,Neutral or Dissatisfied,long distance,0,0,no,0,1
118336,Male,46,Returning,Economy,602,0,0,5,5,2,2,5,2,2,5,2,2,4,2,3,Neutral or Dissatisfied,short distance,5,5,yes,4,5
118338,Male,43,Returning,Economy,202,8,3,1,4,4,3,4,3,2,5,2,2,4,2,4,Neutral or Dissatisfied,short distance,5,4,no,5,3
118339,Female,22,First-time,Economy,202,0,0,0,2,4,2,3,4,1,5,1,1,5,1,4,Neutral or Dissatisfied,short distance,0,2,no,2,1
118343,Female,24,First-time,Economy,202,0,0,0,4,3,4,3,1,3,5,3,3,2,3,1,Neutral or Dissatisfied,short distance,1,2,yes,5,3
118348,Female,70,Returning,Economy,602,0,2,5,2,5,5,2,1,4,2,5,5,1,1,1,Neutral or Dissatisfied,short distance,0,0,no,0,1
118349,Female,18,Returning,Economy,602,0,0,2,3,1,3,3,2,3,1,3,3,3,3,3,Neutral or Dissatisfied,short distance,1,2,no,4,1
118350,Female,58,Returning,Economy,602,0,0,3,1,1,3,5,1,3,1,3,5,1,1,1,Neutral or Dissatisfied,short distance,0,0,no,1,1
118352,Female,59,Returning,Economy,602,0,0,5,5,3,5,1,3,4,5,3,5,3,3,3,Satisfied,short distance,1,3,no,4,1
118358,Female,48,Returning,Economy,639,3,0,3,3,4,4,3,3,3,3,1,4,3,3,3,Neutral or Dissatisfied,short distance,3,3,yes,3,4
118361,Male,41,Returning,Business,3103,5,3,5,3,5,5,5,4,4,4,5,5,4,4,4,Satisfied,long distance,1,3,no,1,2
118362,Male,23,First-time,Business,602,0,3,4,0,4,0,1,3,4,2,4,4,5,4,4,Satisfied,short distance,0,1,no,1,1
118363,Male,13,Returning,Economy Plus,602,10,10,1,1,1,2,1,1,3,1,2,2,3,2,4,Neutral or Dissatisfied,short distance,0,4,yes,5,4
118365,Female,31,Returning,Economy Plus,602,0,0,2,2,3,3,2,1,3,2,3,3,2,3,2,Neutral or Dissatisfied,short distance,1,1,no,2,1
118366,Female,27,Returning,Economy Plus,602,5,0,4,4,4,1,4,3,1,3,1,1,1,1,1,Neutral or Dissatisfied,short distance,3,1,yes,3,2
118369,Female,58,Returning,Economy Plus,602,0,0,4,3,3,5,4,5,5,3,1,1,5,5,5,Neutral or Dissatisfied,short distance,3,3,no,5,3
118373,Female,32,Returning,Business,2387,0,0,5,5,4,3,5,2,3,4,3,3,4,3,4,Neutral or Dissatisfied,long distance,1,1,no,3,1
118376,Male,20,First-time,Economy,304,0,0,0,0,3,0,3,3,1,3,1,1,5,1,4,Satisfied,short distance,0,1,no,1,1
118377,Female,23,Returning,Business,621,0,3,3,3,4,5,3,5,5,3,5,5,5,5,4,Satisfied,short distance,0,0,no,2,3
118378,Male,50,Returning,Business,3914,0,0,3,3,3,5,3,5,5,5,5,3,5,5,5,Satisfied,long distance,0,0,no,1,1
118380,Female,49,Returning,Business,1866,0,0,4,4,4,5,4,4,5,5,4,2,4,4,4,Satisfied,long distance,0,0,yes,0,5
118384,Female,28,Returning,Business,2285,0,0,5,5,4,5,5,4,5,3,5,5,5,5,5,Satisfied,long distance,3,5,yes,5,5
118386,Female,49,Returning,Business,1659,0,0,5,4,5,5,5,3,4,4,3,3,3,3,3,Satisfied,moderate distance,1,4,yes,4,4
118387,Female,49,Returning,Business,1705,1,0,1,5,3,5,1,4,5,4,4,2,4,4,4,Satisfied,moderate distance,1,2,no,1,2
118390,Female,42,Returning,Business,651,0,0,5,5,1,3,5,1,3,1,1,3,1,1,1,Neutral or Dissatisfied,short distance,3,1,no,5,3
118394,Male,52,Returning,Business,2287,0,0,5,5,3,2,5,2,2,2,4,1,2,2,2,Neutral or Dissatisfied,long distance,4,2,yes,4,4
118395,Male,52,Returning,Business,2823,0,0,5,5,4,4,5,5,5,5,4,2,5,5,5,Satisfied,long distance,3,1,no,1,4
118396,Male,44,Returning,Business,338,0,0,1,1,4,4,1,4,4,4,5,2,4,4,4,Satisfied,short distance,0,3,yes,5,4
118397,Female,56,Returning,Business,3893,0,0,1,1,4,4,2,3,5,3,3,5,3,3,3,Satisfied,long distance,0,2,no,2,1
118398,Male,57,Returning,Business,3334,0,0,1,1,3,5,1,4,5,4,5,2,4,4,4,Satisfied,long distance,1,1,no,1,1
118400,Male,50,First-time,Business,451,3,0,1,1,4,2,5,5,1,3,1,1,4,1,4,Satisfied,short distance,5,5,yes,5,5
118402,Male,59,Returning,Business,369,0,0,4,2,4,5,2,4,1,2,5,2,4,4,4,Neutral or Dissatisfied,short distance,0,0,no,0,2
118403,Female,26,Returning,Business,368,0,0,5,2,2,2,4,5,1,2,1,1,3,1,1,Neutral or Dissatisfied,short distance,0,0,no,0,1
118404,Female,42,Returning,Business,304,0,0,5,2,4,5,5,5,5,2,4,5,5,5,5,Neutral or Dissatisfied,short distance,0,0,no,3,1
118406,Female,20,Returning,Business,2862,0,0,2,2,4,5,2,3,5,3,5,5,4,5,5,Satisfied,long distance,0,0,no,1,1
118408,Male,36,First-time,Business,368,0,0,2,2,3,2,2,4,2,4,2,2,5,2,5,Neutral or Dissatisfied,short distance,0,0,no,1,1
118409,Female,65,Returning,Business,1923,0,7,1,1,5,4,1,4,4,4,4,4,4,4,4,Satisfied,long distance,0,1,no,1,3
118410,Female,49,First-time,Business,646,0,0,3,3,4,3,2,3,2,5,4,4,5,4,4,Neutral or Dissatisfied,short distance,0,0,no,4,1
118411,Male,26,First-time,Business,304,0,0,4,2,5,2,3,4,5,4,5,5,4,5,4,Neutral or Dissatisfied,short distance,5,3,no,3,3
118413,Male,48,Returning,Business,325,0,0,3,3,4,4,3,5,4,5,3,3,5,5,5,Satisfied,short distance,0,0,no,0,1
118415,Male,44,Returning,Business,2738,0,0,4,3,3,5,4,4,4,4,5,5,4,4,4,Satisfied,long distance,5,4,yes,5,5
118416,Male,46,Returning,Business,2937,4,2,2,2,3,4,2,5,5,5,5,5,5,5,5,Satisfied,long distance,0,5,yes,4,4
118418,Male,31,Returning,Business,2406,6,0,3,3,3,4,3,4,4,3,4,4,4,4,4,Satisfied,long distance,1,3,no,1,3
118422,Male,20,First-time,Economy,646,0,0,4,5,4,5,3,3,2,2,2,2,4,2,5,Satisfied,short distance,4,4,yes,4,3
118424,Female,38,First-time,Business,370,0,0,1,1,5,1,3,4,2,2,3,3,5,3,4,Neutral or Dissatisfied,short distance,1,1,yes,3,4
118425,Male,46,Returning,Business,3106,0,0,2,2,4,4,2,4,5,4,5,5,4,4,4,Satisfied,long distance,0,0,no,1,1
118426,Male,34,First-time,Business,369,6,1,1,1,5,1,4,3,1,4,1,1,4,1,4,Neutral or Dissatisfied,short distance,2,3,yes,5,3
118429,Male,51,Returning,Business,370,0,0,4,2,4,5,2,3,4,3,5,3,3,3,3,Satisfied,short distance,4,3,no,4,3
118430,Male,48,Returning,Business,1962,0,0,4,4,4,5,4,4,5,4,3,3,4,4,4,Satisfied,long distance,3,3,no,3,1
118432,Female,25,Returning,Business,621,0,2,4,4,5,4,4,5,4,5,4,4,4,4,5,Satisfied,short distance,5,5,yes,5,5
118433,Male,52,Returning,Business,3309,0,0,0,0,5,4,2,5,5,5,4,5,5,5,5,Satisfied,long distance,0,0,yes,4,5
118434,Male,44,First-time,Business,338,1,0,3,3,4,3,1,5,5,2,5,5,4,5,4,Neutral or Dissatisfied,short distance,0,0,no,0,1
118436,Female,43,Returning,Business,1528,0,0,2,5,4,5,2,5,5,5,4,3,5,5,5,Satisfied,moderate distance,1,1,no,1,1
118437,Female,27,Returning,Business,3720,6,0,3,3,3,4,3,5,4,3,4,4,4,4,5,Satisfied,long distance,0,0,no,3,1
118439,Male,39,Returning,Business,2425,10,1,4,4,5,4,4,4,4,5,3,4,4,4,4,Satisfied,long distance,1,1,no,1,1
118440,Female,52,Returning,Business,304,2,0,2,3,2,3,2,2,4,2,1,1,2,2,2,Neutral or Dissatisfied,short distance,1,2,no,3,1
118441,Male,36,Returning,Business,370,0,0,3,3,5,5,3,4,5,5,4,5,4,4,4,Satisfied,short distance,1,1,no,1,1
118445,Female,45,Returning,Business,338,7,0,5,5,4,4,5,5,4,5,3,3,5,5,5,Satisfied,short distance,0,0,no,1,1
118447,Male,58,Returning,Business,338,8,3,4,5,4,5,5,5,5,5,5,4,5,5,5,Satisfied,short distance,1,1,no,1,2
118449,Male,55,Returning,Business,369,0,8,2,2,3,4,2,4,5,4,4,5,4,4,4,Satisfied,short distance,1,3,no,1,3
118454,Male,25,First-time,Business,325,0,0,0,2,4,2,3,3,3,3,3,3,5,3,4,Neutral or Dissatisfied,short distance,5,4,yes,4,4
118455,Female,43,Returning,Business,3927,0,0,1,4,3,4,4,4,5,4,3,2,4,4,4,Satisfied,long distance,0,2,no,4,3
118456,Female,47,First-time,Business,451,4,0,3,3,4,3,3,5,5,3,5,5,5,5,5,Neutral or Dissatisfied,short distance,0,1,no,1,1
118457,Male,40,Returning,Business,3764,3,0,1,1,3,4,1,5,5,5,5,5,5,5,5,Satisfied,long distance,0,0,no,0,1
118461,Male,58,Returning,Business,370,0,0,2,2,5,4,2,3,5,4,4,3,3,3,3,Satisfied,short distance,1,1,no,3,1
118464,Male,26,First-time,Business,621,3,0,5,5,3,4,4,3,3,2,3,3,5,3,4,Satisfied,short distance,0,0,no,0,1
118466,Male,52,Returning,Business,304,0,2,0,0,3,4,1,4,5,4,4,4,4,4,4,Satisfied,short distance,0,0,no,1,1
118468,Male,34,Returning,Business,3916,1,0,5,5,3,5,5,4,5,4,5,2,4,4,4,Satisfied,long distance,0,0,no,2,1
118469,Female,22,First-time,Business,370,0,0,5,5,3,5,3,4,3,2,4,4,4,4,4,Satisfied,short distance,0,2,no,1,1
118471,Female,39,Returning,Business,3689,0,0,5,5,5,5,5,5,5,5,5,4,5,5,5,Satisfied,long distance,3,5,yes,4,4
118473,Male,56,Returning,Business,325,6,5,4,4,3,5,4,4,4,4,4,5,4,4,4,Satisfied,short distance,1,1,no,2,1
118474,Male,42,Returning,Business,370,0,2,4,4,4,3,4,1,4,1,1,2,1,1,1,Neutral or Dissatisfied,short distance,1,5,yes,5,5
118476,Male,37,First-time,Business,646,0,0,3,3,4,3,3,3,4,4,4,4,5,4,5,Neutral or Dissatisfied,short distance,3,4,no,2,4
118477,Male,43,Returning,Business,3385,0,0,5,5,4,5,5,4,5,4,3,4,4,4,4,Satisfied,long distance,2,3,yes,3,4
118478,Male,37,First-time,Business,647,0,1,3,3,4,3,3,4,3,3,3,3,5,3,4,Neutral or Dissatisfied,short distance,1,5,yes,5,5
118480,Male,34,First-time,Business,647,0,0,4,4,5,4,1,3,2,2,2,2,5,2,4,Neutral or Dissatisfied,short distance,1,3,no,5,1
118481,Female,28,First-time,Business,325,0,0,1,1,3,1,3,3,5,5,5,5,4,5,5,Neutral or Dissatisfied,short distance,5,5,yes,5,3
118482,Male,35,Returning,Business,370,10,4,2,2,3,5,2,3,5,3,3,3,3,3,3,Satisfied,short distance,0,0,no,2,2
118485,Male,48,Returning,Business,2384,0,0,4,4,3,5,4,4,5,4,4,3,4,4,4,Satisfied,long distance,0,1,no,1,1
118487,Female,23,First-time,Economy,338,0,0,0,1,4,1,2,3,3,4,3,3,5,3,5,Neutral or Dissatisfied,short distance,3,2,no,3,3
118489,Male,43,Returning,Business,646,0,0,2,2,5,4,2,5,4,5,4,5,5,5,5,Satisfied,short distance,0,0,no,1,1
118491,Female,23,First-time,Economy,369,0,0,2,2,2,2,4,3,5,4,5,5,3,5,3,Neutral or Dissatisfied,short distance,0,0,no,1,1
118492,Female,55,Returning,Business,370,0,0,1,1,3,5,1,4,5,4,4,3,4,4,4,Satisfied,short distance,0,0,no,1,2
118495,Male,57,Returning,Business,3455,0,0,2,2,4,5,2,4,4,4,3,2,4,4,4,Satisfied,long distance,0,0,no,0,1
118497,Male,65,First-time,Business,369,0,0,4,4,4,4,4,3,1,2,1,1,5,1,5,Satisfied,short distance,0,0,no,0,1
118502,Male,55,Returning,Business,3528,0,0,3,3,3,5,3,4,5,4,3,2,4,4,4,Satisfied,long distance,0,4,yes,5,4
118504,Female,57,Returning,Business,621,1,2,2,1,4,5,2,5,5,5,3,3,5,5,5,Satisfied,short distance,5,5,yes,5,5
118510,Female,50,Returning,Business,370,0,0,3,3,3,4,3,5,4,5,3,5,5,5,5,Satisfied,short distance,1,2,no,3,1
118511,Female,56,Returning,Business,369,0,0,3,3,5,5,3,3,4,3,3,2,3,3,3,Satisfied,short distance,4,5,yes,5,5
118513,Female,43,Returning,Business,3108,0,0,2,2,4,2,2,2,3,2,4,2,2,2,2,Neutral or Dissatisfied,long distance,5,5,yes,5,5
118514,Male,50,Returning,Business,1690,0,0,0,0,4,4,3,4,4,4,5,2,4,4,4,Satisfied,moderate distance,3,3,no,4,3
118516,Female,42,Returning,Business,338,4,0,5,5,5,5,5,4,5,4,4,4,4,4,4,Satisfied,short distance,4,5,yes,4,3
118517,Female,40,Returning,Business,2946,9,3,2,2,5,5,2,4,4,4,4,4,4,4,4,Satisfied,long distance,3,4,yes,4,4
118520,Female,49,Returning,Business,3797,2,2,2,2,4,3,2,3,3,3,2,5,3,3,3,Neutral or Dissatisfied,long distance,5,5,yes,4,5
118525,Male,19,Returning,Business,3381,0,0,4,4,3,3,4,4,3,3,3,3,5,3,5,Satisfied,long distance,0,0,no,0,1
118526,Male,26,First-time,Business,304,0,0,0,1,4,1,2,4,1,2,1,1,5,1,4,Neutral or Dissatisfied,short distance,3,3,no,4,2
118527,Female,48,Returning,Business,369,7,0,5,5,3,5,5,4,5,4,3,4,4,4,4,Satisfied,short distance,0,1,no,1,2
118529,Female,55,Returning,Economy,325,2,6,2,2,1,3,2,3,3,2,2,4,3,3,3,Neutral or Dissatisfied,short distance,0,0,no,1,1
118533,Female,27,First-time,Economy,651,10,7,3,2,2,2,4,1,5,3,5,5,4,5,3,Neutral or Dissatisfied,short distance,0,0,no,1,1
118534,Female,37,Returning,Business,3018,6,9,4,4,4,5,4,4,5,4,3,5,4,4,4,Satisfied,long distance,1,2,no,2,1
118538,Female,66,First-time,Business,370,3,0,4,4,3,4,1,3,1,4,1,1,4,1,4,Satisfied,short distance,4,5,yes,5,5
118539,Male,38,Returning,Business,2531,0,0,3,3,2,3,3,3,3,3,1,4,3,3,3,Neutral or Dissatisfied,long distance,4,1,no,1,3
118540,Female,44,Returning,Business,1926,0,1,4,4,5,4,4,4,4,4,5,4,4,4,4,Satisfied,long distance,3,5,yes,5,5
118541,Male,39,Returning,Economy,325,0,1,1,2,1,2,1,2,2,4,2,2,3,2,3,Neutral or Dissatisfied,short distance,2,2,yes,4,3
118543,Male,53,Returning,Business,2149,0,0,5,1,3,4,5,4,4,4,3,3,4,4,4,Satisfied,long distance,4,3,yes,3,5
118545,Female,30,Returning,Business,3544,2,6,4,4,4,5,4,4,5,2,5,5,5,5,5,Satisfied,long distance,1,2,no,2,3
118546,Female,45,Returning,Business,3970,4,0,4,2,3,4,2,4,5,4,5,2,4,4,4,Satisfied,long distance,4,5,yes,5,5
118547,Male,42,Returning,Business,304,0,0,2,2,5,5,2,5,5,5,4,2,5,5,5,Satisfied,short distance,3,5,yes,5,5
