EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,SeatComfortRating,ServiceRating,ValueRating,WifiRating,ID
1,1,3,4,no,4,2,2,0,119996
1,1,4,5,no,2,4,2,0,119997
0,0,1,1,no,3,2,1,0,119998
0,0,1,1,no,0,0,1,0,119999
0,1,2,1,no,1,2,1,0,120000
1,1,1,1,no,1,1,1,0,120001
0,0,4,8,yes,3,4,4,0,120002
0,0,1,1,no,1,1,1,0,120003
0,0,1,1,no,1,1,1,0,120004
2,3,1,1,yes,4,4,3,3,120005
4,3,1,6,yes,4,4,3,4,120006
0,0,1,1,no,2,2,1,0,120007
3,2,0,5,no,3,3,3,0,120008
4,4,0,9,yes,4,5,5,0,120009
3,2,0,2,no,1,3,3,0,120010
2,5,0,8,yes,1,5,4,0,120011
1,1,0,1,no,1,1,2,0,120012
4,1,0,5,no,2,1,2,0,120013
2,4,0,10,yes,4,4,5,0,120014
1,1,0,1,no,1,2,1,0,120015
5,5,0,10,yes,5,5,5,0,120016
3,1,3,3,no,2,1,3,0,120017
3,4,1,3,no,3,2,2,0,120018
0,0,1,1,no,1,1,1,0,120019
1,1,4,3,no,3,4,1,0,120020
0,0,1,1,no,1,1,1,0,120021
3,5,2,1,no,2,1,4,0,120022
0,0,1,2,no,1,1,1,0,120023
0,4,5,10,yes,5,5,4,5,120024
0,0,4,7,yes,2,3,5,0,120025
1,0,1,1,no,1,1,1,1,120026
0,0,1,1,no,0,0,1,0,120027
0,2,1,2,no,4,2,1,0,120028
1,1,1,1,no,1,1,1,1,120029
1,1,1,1,no,1,1,1,1,120030
0,2,1,2,no,2,4,3,0,120031
4,5,1,1,no,1,3,1,0,120032
4,3,3,7,yes,3,3,3,4,120033
5,4,0,10,yes,5,5,5,0,120034
2,2,0,1,no,1,1,1,0,120035
2,1,0,1,no,1,1,2,0,120036
5,3,0,7,yes,5,4,4,0,120037
3,4,0,10,yes,4,5,5,0,120038
1,1,0,1,no,1,1,1,0,120039
3,1,0,1,no,3,2,1,0,120040
4,5,0,10,yes,3,5,3,0,120041
3,4,0,10,yes,5,5,5,0,120042
0,4,4,9,yes,4,4,4,0,120043
1,2,1,2,no,2,1,1,1,120044
3,4,1,1,no,4,4,2,0,120045
5,3,1,5,yes,5,1,4,4,120046
0,0,1,1,no,1,0,1,0,120047
5,5,3,8,yes,5,5,3,5,120048
3,1,1,1,no,1,1,1,2,120049
0,0,3,3,no,1,2,1,0,120050
0,3,4,6,yes,3,2,2,2,120051
0,4,3,9,yes,4,5,5,0,120052
1,1,1,1,no,2,1,1,0,120053
0,4,5,9,yes,5,5,5,0,120054
0,0,0,1,no,0,0,1,0,120055
0,0,1,1,no,0,0,1,0,120056
1,1,1,1,no,1,1,1,4,120057
1,2,4,2,no,2,1,1,1,120058
3,2,1,3,no,1,2,1,2,120059
5,5,0,10,yes,5,5,5,0,120060
5,5,0,10,yes,2,5,4,0,120061
2,2,0,2,no,1,1,2,0,120062
3,1,0,2,no,1,2,2,0,120063
1,4,0,5,no,4,4,3,0,120064
2,3,0,7,yes,2,5,4,0,120065
3,2,0,7,yes,3,5,3,0,120066
5,5,0,10,yes,5,5,5,0,120067
2,3,2,4,no,4,2,4,2,120068
5,4,1,5,yes,5,2,4,3,120069
4,4,1,7,yes,4,4,4,0,120070
0,0,0,2,no,0,0,1,1,120071
1,3,2,1,no,1,1,2,1,120072
0,0,1,2,no,1,1,1,0,120073
0,5,5,10,yes,5,5,5,0,120074
1,0,1,2,no,3,3,1,1,120075
0,0,4,8,yes,4,3,5,0,120076
0,1,1,1,no,3,1,1,0,120077
0,0,1,1,no,1,1,1,0,120078
0,1,1,1,no,1,2,1,0,120079
0,0,1,1,no,1,3,1,0,120080
0,5,5,8,yes,3,5,5,4,120081
3,1,1,2,no,3,3,2,1,120082
0,0,1,1,no,1,1,1,0,120083
2,1,0,5,no,2,3,2,0,120084
4,1,0,4,no,3,1,1,0,120085
2,1,0,1,no,1,1,1,0,120086
1,2,0,1,no,3,2,1,0,120087
5,5,0,10,yes,5,5,5,0,120088
4,3,0,1,no,3,1,1,0,120089
1,3,0,8,yes,3,4,5,0,120090
3,4,0,6,yes,3,2,4,0,120091
0,1,1,1,no,1,1,1,0,120092
5,5,5,10,yes,5,5,5,0,120093
3,3,1,1,no,3,3,2,0,120094
1,2,1,1,no,1,1,2,0,120095
4,4,2,3,no,4,5,2,1,120096
3,0,1,1,no,1,1,1,3,120097
4,4,5,10,yes,4,5,5,4,120098
1,3,2,4,no,2,2,4,0,120099
0,1,1,1,no,1,1,1,0,120100
0,1,1,1,no,1,1,1,0,120101
0,0,1,1,no,0,0,1,0,120102
0,2,5,8,yes,3,4,4,0,120103
0,0,1,1,no,1,1,1,0,120104
1,2,1,1,no,1,1,1,2,120105
3,3,1,2,no,1,1,1,2,120106
5,5,5,9,yes,5,5,5,3,120107
2,1,0,1,no,1,1,1,0,120108
2,1,0,4,no,2,4,2,0,120109
1,2,0,2,no,1,2,2,0,120110
1,1,0,1,no,1,1,1,0,120111
2,1,0,1,no,3,1,1,0,120112
2,3,0,4,no,3,1,4,0,120113
1,1,0,1,no,1,1,1,0,120114
2,1,0,2,no,2,1,3,0,120115
4,4,0,8,yes,3,5,4,0,120116
4,4,0,9,yes,4,5,5,0,120117
1,3,2,4,no,1,3,3,1,120118
0,4,1,5,no,4,4,4,0,120119
3,5,2,5,no,2,4,2,0,120120
5,5,5,10,yes,5,5,5,0,120121
1,2,4,1,no,1,4,1,1,120122
2,3,5,8,yes,4,5,3,2,120123
1,1,1,1,no,1,1,1,1,120124
3,3,5,5,no,3,5,2,0,120125
1,1,1,1,no,1,1,1,1,120126
0,5,1,10,yes,5,5,5,0,120127
0,0,1,1,no,0,0,1,0,120128
1,4,1,5,no,3,4,3,0,120129
1,1,1,1,no,2,2,1,1,120130
1,1,1,1,no,1,1,1,1,120131
1,1,1,1,no,1,1,1,1,120132
2,1,3,5,yes,3,5,2,1,120133
3,2,0,2,no,2,2,1,0,120134
4,4,0,10,yes,5,5,4,0,120135
5,4,0,8,yes,5,4,2,0,120136
1,3,0,2,no,1,1,2,0,120137
4,4,0,9,yes,4,4,4,0,120138
4,2,0,1,no,1,1,1,0,120139
1,3,0,1,no,3,1,1,0,120140
3,4,0,9,yes,4,5,5,0,120141
4,5,0,10,yes,5,5,5,0,120142
2,3,2,2,no,3,1,1,1,120143
1,1,1,1,no,1,1,1,1,120144
4,5,1,7,yes,4,4,4,0,120145
5,5,5,9,yes,5,5,5,4,120146
0,0,1,1,no,1,1,1,0,120147
1,3,3,6,yes,4,5,4,2,120148
0,1,4,1,no,3,1,1,1,120149
1,1,1,1,no,1,1,1,1,120150
0,0,1,1,no,0,0,1,0,120151
0,0,1,1,no,3,3,1,0,120152
0,0,1,1,no,0,0,1,0,120153
1,0,2,3,no,1,3,2,0,120154
1,1,2,6,no,3,4,3,1,120155
3,3,1,2,no,3,2,2,3,120156
0,2,1,2,no,1,2,3,0,120157
1,1,1,2,no,1,1,1,0,120158
2,2,1,1,no,2,3,1,3,120159
5,5,0,8,yes,4,5,5,0,120160
3,1,0,1,no,1,1,1,0,120161
1,1,0,1,no,2,1,1,0,120162
5,4,0,5,no,2,3,1,0,120163
3,4,0,8,yes,3,5,4,0,120164
5,5,0,10,yes,5,5,5,0,120165
1,1,0,1,no,4,1,4,0,120166
3,2,0,6,yes,3,5,3,0,120167
5,5,0,9,yes,5,5,5,0,120168
5,5,0,10,yes,5,5,5,0,120169
5,5,0,9,yes,4,5,4,0,120170
0,0,1,1,no,2,1,1,0,120171
3,3,1,3,no,3,3,2,3,120172
0,0,0,1,no,0,0,1,0,120173
1,1,1,1,no,2,1,1,1,120174
2,1,1,1,no,1,1,1,0,120175
0,0,1,1,no,2,1,1,0,120176
1,1,1,1,no,4,1,1,1,120177
2,2,1,2,no,2,2,1,1,120178
0,0,1,1,no,0,0,1,0,120179
1,2,3,3,no,4,3,2,5,120180
0,0,1,2,no,3,3,1,0,120181
0,2,5,7,yes,4,2,5,0,120182
0,3,1,6,no,3,3,4,0,120183
5,5,5,10,yes,5,5,5,5,120184
1,1,1,1,no,1,1,1,1,120185
1,1,1,1,no,1,4,1,1,120186
0,4,2,10,yes,3,5,5,0,120187
3,4,4,9,yes,5,5,5,0,120188
3,1,0,3,no,3,1,2,0,120189
3,1,0,1,no,1,1,1,0,120190
3,4,0,9,yes,4,5,4,0,120191
4,5,0,9,yes,5,5,5,0,120192
3,3,0,8,yes,3,4,4,0,120193
5,5,0,10,yes,5,5,5,0,120194
3,1,0,3,no,1,1,1,0,120195
1,1,0,5,yes,3,5,4,0,120196
5,4,0,9,yes,4,4,4,0,120197
3,3,5,8,yes,3,4,5,1,120198
3,1,2,1,no,3,2,1,0,120199
5,5,5,9,yes,5,5,4,1,120200
0,0,5,10,yes,3,3,3,0,120201
3,2,1,5,no,3,4,3,0,120202
0,1,1,1,no,1,1,1,0,120203
0,1,2,3,no,3,3,1,0,120204
1,2,1,3,no,2,3,3,0,120205
0,1,1,1,no,1,1,1,0,120206
1,1,4,1,no,1,2,2,0,120207
0,0,4,8,yes,4,5,5,0,120208
0,0,1,1,no,1,1,1,0,120209
0,0,1,1,no,1,1,1,0,120210
0,0,2,1,no,3,3,3,0,120211
0,0,1,2,no,2,0,2,0,120212
1,1,1,1,no,1,1,1,1,120213
3,2,1,2,no,2,2,2,2,120214
5,4,0,9,yes,4,5,4,0,120215
1,1,0,1,no,2,1,1,0,120216
3,3,0,1,no,5,1,2,0,120217
5,5,0,5,no,1,5,1,0,120218
5,5,0,8,yes,5,3,5,0,120219
4,5,0,9,yes,4,5,5,0,120220
1,3,0,8,yes,5,4,3,0,120221
1,4,0,10,yes,5,5,5,0,120222
5,4,0,8,yes,4,5,3,0,120223
1,2,0,6,yes,3,3,3,0,120224
0,0,0,5,no,4,2,4,0,120225
3,3,1,1,no,2,3,3,0,120226
4,4,3,4,no,2,4,3,3,120227
1,4,4,8,yes,4,5,4,0,120228
4,5,1,8,yes,3,5,5,4,120229
3,2,1,1,no,2,1,1,2,120230
0,0,1,1,no,1,1,1,0,120231
4,2,4,8,yes,4,4,5,5,120232
1,3,5,8,yes,3,4,5,5,120233
1,1,1,1,no,2,2,1,1,120234
0,0,1,1,no,1,1,2,0,120235
0,0,1,1,no,1,1,1,0,120236
1,1,1,2,no,1,1,1,1,120237
5,5,5,10,yes,5,5,5,5,120238
0,0,3,2,no,2,1,2,0,120239
0,0,1,1,no,0,0,1,0,120240
0,0,1,1,no,2,5,1,0,120241
1,1,1,1,no,1,1,1,1,120242
1,1,1,1,no,1,1,1,1,120243
4,3,0,9,yes,5,5,5,0,120244
3,4,0,6,yes,3,3,3,0,120245
1,4,0,5,no,1,5,2,0,120246
3,3,0,2,no,2,2,2,0,120247
3,3,0,7,yes,3,4,3,0,120248
5,3,0,10,yes,4,5,5,0,120249
5,4,0,10,yes,4,5,5,0,120250
4,4,0,9,yes,4,5,4,0,120251
1,1,0,1,no,1,1,1,0,120252
1,1,1,1,no,1,1,1,1,120253
1,1,3,4,no,2,1,2,0,120254
1,1,1,1,no,1,1,1,1,120255
4,2,2,5,yes,3,2,3,5,120256
2,1,1,1,no,1,1,1,1,120257
0,5,4,10,yes,5,5,5,0,120258
0,1,1,2,no,1,1,2,0,120259
0,0,5,9,yes,5,5,5,0,120260
0,0,1,1,no,3,5,1,0,120261
1,1,1,3,no,2,3,1,1,120262
0,0,1,1,no,1,1,1,0,120263
0,5,5,10,yes,5,5,5,0,120264
0,3,5,8,yes,5,4,5,0,120265
0,0,1,1,no,1,1,1,0,120266
0,5,5,10,yes,4,5,5,0,120267
0,1,3,1,no,3,3,1,2,120268
1,1,4,2,no,1,1,3,1,120269
1,1,1,1,no,1,4,1,1,120270
5,2,5,10,yes,2,2,5,5,120271
1,3,0,3,no,1,3,1,0,120272
4,4,0,8,yes,2,5,4,0,120273
3,1,0,1,no,1,1,2,0,120274
1,1,0,1,no,3,1,3,0,120275
3,2,0,3,no,3,2,3,0,120276
5,5,0,10,yes,5,5,5,0,120277
4,4,0,2,no,4,2,5,0,120278
3,4,0,8,yes,4,4,3,0,120279
3,5,0,10,yes,5,5,5,0,120280
1,1,0,3,yes,4,2,2,0,120281
1,1,1,1,no,1,1,2,1,120282
3,1,1,1,no,1,1,1,1,120283
5,5,5,9,yes,5,5,5,0,120284
3,3,1,1,no,3,3,3,2,120285
0,0,1,1,no,0,0,1,0,120286
0,1,2,2,no,2,2,1,0,120287
2,2,2,2,no,2,2,2,2,120288
0,1,1,1,no,2,4,2,0,120289
3,0,1,1,no,2,3,1,2,120290
0,1,4,5,yes,1,2,5,0,120291
0,3,4,7,yes,4,4,3,0,120292
0,0,5,9,yes,4,4,5,0,120293
0,4,4,9,yes,3,5,5,0,120294
0,0,2,2,no,4,4,1,0,120295
5,5,5,10,yes,4,5,5,0,120296
1,1,1,1,no,1,1,1,1,120297
3,4,1,2,no,1,4,2,1,120298
0,0,1,1,no,1,1,1,1,120299
3,1,0,2,no,2,1,1,0,120300
2,1,0,1,no,1,1,2,0,120301
1,1,0,2,no,1,2,2,0,120302
3,2,0,8,yes,3,3,5,0,120303
4,1,0,1,no,1,1,1,0,120304
1,3,0,7,yes,3,4,5,0,120305
1,1,0,1,no,1,1,1,0,120306
4,1,0,,no,3,1,1,0,120307
1,1,0,3,no,2,1,3,0,120308
5,5,0,10,yes,5,5,5,0,120309
0,1,1,1,no,1,2,1,0,120310
0,0,1,1,no,0,0,1,0,120311
0,3,1,5,no,3,2,3,0,120312
4,3,4,6,no,2,2,3,0,120313
1,1,1,1,no,1,2,3,1,120314
4,4,5,9,yes,5,5,5,0,120315
1,1,1,1,no,1,1,1,1,120316
2,0,3,3,yes,3,4,3,1,120317
0,0,1,1,no,1,2,1,0,120318
0,0,4,8,yes,3,4,5,3,120319
1,3,4,8,yes,3,4,4,2,120320
0,0,1,2,no,2,2,2,0,120321
0,0,1,1,no,2,1,1,0,120322
4,1,1,3,no,4,3,3,4,120323
1,1,1,1,no,1,1,1,1,120324
3,2,5,9,yes,3,3,4,2,120325
0,0,4,3,no,1,3,1,0,120326
1,2,4,7,yes,4,4,3,1,120327
4,4,0,7,yes,5,5,4,0,120328
3,4,0,7,yes,4,5,5,0,120329
4,3,0,8,yes,4,4,4,0,120330
5,3,0,8,yes,4,4,4,0,120331
4,5,0,10,yes,3,5,3,0,120332
5,5,0,10,yes,5,5,5,0,120333
4,5,0,10,yes,5,5,5,0,120334
4,1,0,8,yes,4,3,5,0,120335
3,4,0,9,yes,3,4,4,0,120336
5,4,0,10,yes,5,5,5,0,120337
0,0,1,1,no,0,0,1,0,120338
1,2,1,2,no,2,1,1,1,120339
3,1,1,1,no,3,1,1,0,120340
0,0,1,1,no,1,1,1,0,120341
3,4,5,9,yes,4,5,4,0,120342
0,5,5,10,yes,5,5,5,0,120343
0,3,1,4,no,2,3,2,0,120344
1,1,1,2,no,2,2,3,1,120345
5,5,5,10,yes,5,5,5,5,120346
0,5,4,10,yes,4,5,5,0,120347
0,1,1,3,no,1,1,2,0,120348
0,3,5,10,yes,5,5,5,0,120349
0,0,1,1,no,1,1,1,0,120350
0,0,1,1,no,3,3,1,0,120351
1,1,1,1,no,1,1,1,1,120352
0,0,1,1,no,1,1,1,0,120353
1,1,1,1,no,1,4,1,1,120354
0,0,1,1,no,1,1,1,0,120355
1,1,1,1,no,2,1,1,1,120356
2,1,0,1,no,1,1,1,0,120357
2,3,0,5,no,1,5,2,0,120358
3,3,0,5,no,3,1,2,0,120359
2,1,0,1,no,2,1,2,0,120360
5,5,0,10,yes,5,5,5,0,120361
5,5,0,1,no,4,5,3,0,120362
3,4,0,10,yes,4,5,5,0,120363
5,5,0,10,yes,5,5,5,0,120364
1,1,0,2,no,1,1,1,0,120365
3,2,1,1,no,2,3,1,1,120366
3,2,1,2,no,2,3,2,0,120367
5,1,1,2,no,2,3,1,1,120368
5,4,4,8,yes,5,4,5,0,120369
4,3,5,9,yes,3,4,5,3,120370
1,2,1,1,no,2,3,1,2,120371
3,3,1,5,no,3,5,3,4,120372
0,4,5,9,yes,4,5,4,0,120373
0,0,3,1,no,2,1,2,0,120374
0,0,1,1,no,1,1,1,0,120375
1,1,1,1,no,1,1,1,0,120376
0,0,5,9,yes,4,5,5,0,120377
0,0,1,1,no,1,1,1,0,120378
1,4,1,1,no,2,5,1,1,120379
1,1,1,1,no,1,1,1,1,120380
1,1,1,1,no,1,1,1,1,120381
3,1,0,4,no,1,2,2,0,120382
3,1,0,2,no,1,1,2,0,120383
3,1,0,3,no,1,2,2,0,120384
3,2,0,4,no,2,2,3,0,120385
4,4,0,10,yes,5,5,4,0,120386
1,2,0,2,no,1,1,3,0,120387
1,1,0,1,no,3,1,1,0,120388
5,4,0,8,yes,5,3,5,0,120389
5,5,0,10,yes,5,5,5,0,120390
1,1,0,4,no,3,1,3,0,120391
4,2,1,3,no,1,3,2,0,120392
0,0,1,2,no,1,3,1,0,120393
3,5,5,8,yes,4,5,5,3,120394
0,0,2,1,no,2,3,1,0,120395
0,0,0,1,no,0,0,1,0,120396
0,1,1,1,no,1,1,1,0,120397
1,1,3,1,no,3,4,1,1,120398
0,0,1,1,no,1,1,1,0,120399
2,0,3,5,no,3,4,3,1,120400
0,1,1,2,no,1,2,1,0,120401
0,0,1,1,no,1,1,3,0,120402
0,0,2,2,no,2,2,2,0,120403
0,4,5,10,yes,4,5,5,0,120404
0,0,3,1,no,3,5,1,0,120405
1,1,1,1,no,1,2,1,1,120406
2,1,1,1,no,3,1,1,5,120407
5,3,5,10,yes,4,5,5,5,120408
1,1,1,1,no,1,1,1,1,120409
2,1,0,1,no,1,1,1,0,120410
3,2,0,2,no,1,2,2,0,120411
2,1,0,4,no,3,4,1,0,120412
4,1,0,4,no,3,1,3,0,120413
5,1,0,6,no,2,4,3,0,120414
5,5,0,10,yes,5,5,5,0,120415
1,1,0,1,no,1,1,3,0,120416
3,4,0,7,yes,5,5,5,0,120417
5,4,0,10,yes,5,5,5,0,120418
4,3,0,7,yes,3,5,5,0,120419
4,1,5,8,yes,4,4,5,0,120420
1,4,2,2,no,1,4,2,0,120421
4,4,1,2,no,2,4,1,3,120422
4,4,1,1,no,1,4,1,1,120423
0,0,1,1,no,1,1,1,0,120424
0,2,2,2,no,2,1,2,0,120425
2,2,1,4,no,3,1,2,2,120426
4,3,4,8,yes,4,4,5,0,120427
0,0,5,9,yes,4,5,5,5,120428
0,1,1,1,no,1,1,1,0,120429
0,3,4,8,yes,4,5,4,0,120430
0,0,1,1,no,1,1,1,0,120431
1,1,1,1,no,1,1,1,1,120432
1,0,1,1,no,1,5,1,1,120433
1,1,1,2,no,2,1,1,1,120434
0,0,1,1,no,2,2,1,0,120435
1,3,0,3,no,2,1,4,0,120436
4,3,0,6,yes,3,3,4,0,120437
4,3,0,4,no,3,5,3,0,120438
2,2,0,7,yes,4,3,4,0,120439
2,2,0,3,no,3,3,2,0,120440
2,3,0,5,yes,3,5,3,0,120441
1,3,0,8,yes,4,4,3,0,120442
5,4,0,8,yes,5,5,4,0,120443
2,3,0,8,yes,4,4,4,0,120444
4,1,0,1,no,5,1,3,0,120445
1,1,1,1,no,1,1,1,1,120446
4,1,1,1,no,1,1,1,1,120447
0,0,0,1,no,0,0,1,0,120448
3,3,1,1,no,4,5,1,0,120449
5,5,5,9,yes,5,5,5,4,120450
0,0,1,1,no,2,3,1,1,120451
0,0,1,1,no,1,1,1,0,120452
5,5,4,9,yes,4,5,4,0,120453
0,4,5,10,yes,4,5,5,0,120454
0,1,3,1,no,2,3,1,0,120455
1,1,1,2,no,2,2,3,0,120456
0,4,4,8,yes,4,5,5,0,120457
1,1,1,1,no,1,1,1,1,120458
0,0,1,1,no,2,2,1,0,120459
1,2,2,2,no,1,3,1,0,120460
0,4,1,1,no,4,5,1,0,120461
1,1,1,1,no,1,1,1,1,120462
1,1,1,1,no,1,2,1,1,120463
1,1,3,5,no,3,4,1,1,120464
5,4,0,5,yes,3,2,4,0,120465
2,3,0,4,no,3,4,3,0,120466
5,3,0,8,yes,5,4,4,0,120467
4,4,0,10,yes,5,5,5,0,120468
1,2,0,2,no,1,2,1,0,120469
2,5,0,10,yes,5,5,5,0,120470
2,2,0,2,no,1,4,1,0,120471
2,2,0,2,no,1,4,1,0,120472
4,4,0,10,yes,3,4,4,0,120473
5,5,0,10,yes,5,5,5,0,120474
1,2,1,2,no,2,3,1,0,120475
1,4,2,8,yes,5,5,5,0,120476
4,4,4,8,yes,4,4,5,0,120477
5,4,5,9,yes,4,4,5,0,120478
1,0,1,1,no,2,1,1,0,120479
1,1,2,3,no,1,3,2,1,120480
1,1,1,4,no,1,2,3,1,120481
0,0,5,8,yes,3,3,3,0,120482
5,5,5,10,yes,5,5,5,4,120483
1,1,1,1,no,1,2,1,1,120484
0,0,1,2,no,2,2,1,0,120485
0,0,1,1,no,2,1,1,0,120486
0,0,1,1,no,2,2,1,0,120487
0,0,1,1,no,1,1,1,0,120488
1,1,1,1,no,1,1,1,1,120489
3,2,1,5,no,3,3,1,2,120490
1,1,1,1,no,1,1,1,1,120491
0,0,1,1,no,1,1,1,0,120492
5,4,5,6,yes,4,4,4,4,120493
1,1,0,2,no,2,1,2,0,120494
5,4,0,9,yes,4,5,4,0,120495
4,4,0,,no,1,4,1,0,120496
3,3,0,4,no,1,2,2,0,120497
4,4,0,10,yes,5,5,5,0,120498
1,3,0,1,no,1,1,1,0,120499
3,1,0,1,no,3,1,2,0,120500
2,4,0,7,yes,3,4,4,0,120501
1,1,0,1,no,1,1,1,0,120502
1,1,0,1,no,2,1,1,0,120503
5,3,5,8,yes,4,4,5,0,120504
5,5,4,9,yes,4,5,5,5,120505
3,3,1,1,no,1,3,2,1,120506
3,3,2,2,no,1,2,2,0,120507
5,5,5,8,yes,3,5,5,0,120508
1,1,1,2,no,1,1,2,2,120509
2,1,3,5,no,3,3,2,0,120510
0,0,5,4,no,4,5,1,0,120511
0,0,1,1,no,2,2,1,0,120512
0,0,0,1,no,0,0,1,0,120513
0,3,4,8,yes,4,4,4,0,120514
0,0,1,1,no,3,2,1,0,120515
0,0,1,1,no,1,1,1,0,120516
0,1,1,1,no,1,2,1,0,120517
0,0,4,4,no,1,1,2,0,120518
3,2,4,6,yes,5,5,3,0,120519
1,1,1,1,no,1,1,1,1,120520
1,1,1,1,no,1,1,1,0,120521
0,0,5,7,yes,3,5,3,0,120522
4,3,3,4,no,2,4,2,0,120523
1,3,0,5,yes,5,5,3,0,120524
2,2,0,5,no,2,4,3,0,120525
4,4,0,9,yes,4,5,4,0,120526
1,1,0,2,no,2,1,1,0,120527
4,1,0,3,no,3,1,4,0,120528
3,4,0,8,yes,4,4,4,0,120529
1,2,0,5,no,4,3,3,0,120530
5,3,0,10,yes,3,4,3,0,120531
3,2,0,4,no,2,2,2,0,120532
5,5,0,9,yes,5,5,5,0,120533
4,4,3,3,no,3,1,1,1,120534
2,3,3,7,no,2,3,3,1,120535
3,3,1,2,no,2,3,2,0,120536
3,1,1,1,no,1,3,1,1,120537
1,1,1,2,no,1,5,1,3,120538
0,1,1,1,no,2,2,1,0,120539
0,1,1,1,no,2,2,1,1,120540
0,0,1,1,no,1,1,1,0,120541
0,1,1,1,no,1,1,1,0,120542
0,0,1,1,no,2,5,1,0,120543
0,0,1,1,no,1,1,1,0,120544
0,0,1,1,no,1,1,1,0,120545
0,1,1,4,no,1,3,3,0,120546
0,0,1,2,no,3,1,1,1,120547
3,2,1,2,no,2,3,2,3,120548
0,0,1,1,no,1,3,1,0,120549
0,0,2,2,no,1,2,2,0,120550
0,0,1,1,no,1,0,1,0,120551
4,2,0,7,yes,3,3,3,0,120552
2,3,0,1,no,3,2,1,0,120553
3,3,0,5,yes,3,2,3,0,120554
5,4,0,9,yes,4,5,5,0,120555
4,5,0,9,yes,4,5,4,0,120556
1,1,0,1,no,1,1,1,0,120557
5,5,0,10,yes,4,5,5,0,120558
4,4,0,9,yes,4,5,5,0,120559
1,1,0,3,no,5,4,3,0,120560
3,2,4,7,yes,4,4,4,0,120561
1,1,1,1,no,1,1,1,1,120562
5,5,3,9,yes,5,4,5,5,120563
3,3,1,1,no,1,2,1,0,120564
1,1,1,2,no,2,1,2,0,120565
0,0,5,10,yes,3,5,5,0,120566
0,0,1,3,no,1,1,1,0,120567
0,1,2,1,no,1,1,1,0,120568
2,0,1,1,no,3,3,1,0,120569
0,1,1,1,no,2,2,1,0,120570
1,2,1,1,no,3,3,2,0,120571
0,0,1,1,no,3,2,1,0,120572
0,0,1,1,no,3,1,1,0,120573
0,1,1,1,no,1,1,1,0,120574
0,0,1,1,no,1,1,1,0,120575
0,5,2,8,yes,4,5,3,0,120576
3,1,2,2,no,2,1,1,3,120577
1,3,1,1,no,1,5,1,1,120578
1,0,1,1,no,2,1,1,1,120579
3,2,0,8,yes,4,4,4,0,120580
3,2,0,2,no,1,1,2,0,120581
1,3,0,2,no,2,1,3,0,120582
5,5,0,9,yes,5,5,5,0,120583
5,5,0,10,yes,5,5,5,0,120584
5,5,0,10,yes,5,5,5,0,120585
4,1,0,,no,2,1,1,0,120586
5,5,0,10,yes,5,4,3,0,120587
1,3,0,9,yes,4,5,5,0,120588
5,5,0,10,yes,5,5,5,0,120589
5,5,2,8,yes,4,5,4,0,120590
4,5,3,8,yes,5,3,5,3,120591
0,0,0,2,no,0,0,2,0,120592
3,3,1,2,no,3,1,2,0,120593
4,4,4,8,yes,4,4,5,4,120594
1,0,1,1,no,2,3,2,0,120595
0,4,5,10,yes,4,4,5,0,120596
1,1,1,4,no,1,1,1,0,120597
2,1,2,3,no,2,2,2,3,120598
0,0,1,1,no,1,1,1,0,120599
0,1,1,1,no,1,1,1,0,120600
0,1,1,1,no,1,1,1,0,120601
0,0,1,1,no,2,1,1,0,120602
0,0,2,4,no,1,1,4,0,120603
0,0,1,1,no,1,1,1,0,120604
3,2,3,2,no,1,3,2,0,120605
1,1,1,1,no,1,1,1,1,120606
0,0,1,1,no,3,3,1,0,120607
4,1,0,1,no,1,1,1,0,120608
3,3,0,5,no,3,3,5,0,120609
1,4,0,7,yes,4,3,4,0,120610
4,4,0,2,no,3,4,3,0,120611
4,2,0,6,no,2,3,3,0,120612
3,5,0,10,yes,5,5,5,0,120613
0,1,0,1,no,1,1,1,0,120614
1,2,0,1,no,3,1,1,0,120615
1,1,0,1,no,3,1,2,0,120616
1,2,0,4,no,2,2,2,0,120617
4,0,1,1,no,2,1,1,1,120618
0,4,4,8,yes,4,5,4,0,120619
5,4,5,10,yes,5,4,5,0,120620
4,1,4,3,no,1,1,4,0,120621
4,4,1,2,no,4,4,3,2,120622
1,3,2,1,no,1,2,2,0,120623
4,4,5,10,yes,5,5,5,5,120624
0,0,0,1,no,0,0,3,0,120625
0,0,1,1,no,1,1,1,0,120626
0,2,1,1,no,1,2,1,0,120627
1,4,4,7,yes,3,4,4,1,120628
0,1,2,6,no,3,3,2,0,120629
0,0,1,1,no,4,3,1,0,120630
0,0,4,6,yes,3,3,3,0,120631
0,3,2,8,yes,2,4,4,0,120632
0,0,1,1,no,1,1,1,0,120633
1,1,1,1,no,1,1,1,1,120634
1,1,1,2,no,2,3,1,1,120635
4,5,0,8,yes,3,5,4,0,120636
3,4,0,8,yes,5,5,4,0,120637
3,3,0,6,yes,4,3,4,0,120638
3,3,0,6,yes,3,4,4,0,120639
3,3,0,6,yes,3,5,3,0,120640
0,3,0,9,yes,3,4,4,0,120641
3,4,0,9,yes,5,5,5,0,120642
1,2,0,1,no,2,1,1,0,120643
3,1,0,5,yes,4,5,3,0,120644
2,3,0,7,yes,4,4,4,0,120645
2,1,1,1,no,2,1,1,1,120646
2,2,2,3,yes,2,2,2,2,120647
